nom,brillance,masse,rayon,rayonOrbite,periodeOrbite,excentricite,type
Kepler-909 b,11.626,2.76,9365.369999999999,0.1175,0.038056124,0.0,Super Earth
Kepler-90b,13.883,2.27,8346.01,0.074,0.019164955,0.0,Super Earth
Kepler-90c,13.883,1.81,7581.49,0.089,0.023819301,0.0,Super Earth
Kepler-90d,13.883,8.6,17897.216,0.32,0.16344969,0.0,Neptune-like
Kepler-90e,13.883,7.56,16568.907,0.42,0.2516085,0.0,Neptune-like
Kepler-90f,13.883,8.65,17967.127,0.48,0.34195757,0.0,Neptune-like
Kepler-90g,13.883,254.4,50545.653,0.71,0.5765914,0.0,Gas Giant
Kepler-90h,13.883,381.59999999999997,70470.288,1.01,0.90787137,0.0,Gas Giant
Kepler-90 i,13.883,2.3,8409.720000000001,,0.03942505,0.0,Super Earth
Kepler-910 b,11.44,0.477,5224.219999999999,0.0382,0.006570842,0.0,Terrestrial
Kepler-911 b,11.767,7.27,16219.352,0.1549,0.05557837,0.0,Neptune-like
Kepler-912 b,15.668,8.25,17477.75,0.0339,0.0068446267,0.0,Neptune-like
Kepler-913 b,15.522,4.9,13124.26,0.1009,0.028199865,0.0,Super Earth
Kepler-913 c,15.522,14.2,24049.384,0.0699,0.01615332,0.0,Neptune-like
Kepler-914 b,13.667,2.48,8791.98,0.0544,0.012046544,0.0,Super Earth
Kepler-915 b,13.314,2.86,9556.5,0.0566,0.012594113,0.0,Super Earth
Kepler-916 b,15.363,3.75,11212.960000000001,0.1885,0.08843258,0.0,Super Earth
Kepler-917 b,15.896,4.31,12168.609999999999,0.0378,0.008213553,0.0,Super Earth
Kepler-918 b,15.064,3.68,11085.539999999999,0.0569,0.013415469,0.0,Super Earth
Kepler-919 b,14.806,5.69,14052.111,0.0981,0.030116359,0.0,Neptune-like
Kepler-91 b,12.712,257.58000000000004,95568.337,0.0731,0.016974675,0.05,Gas Giant
Kepler-920 b,15.492,6.44,15100.776,0.065,0.01779603,0.0,Neptune-like
Kepler-920 c,15.492,13.8,23699.829,0.4029,0.27597538,0.0,Neptune-like
Kepler-921 b,14.852,8.6,17897.216,0.2716,0.14045174,0.0,Neptune-like
Kepler-922 b,13.863,2.6,9046.82,0.0182,0.0024640656,0.0,Super Earth
Kepler-923 b,14.124,2.48,8791.98,0.0715,0.01889117,0.0,Super Earth
Kepler-924 b,14.293,9.64,19155.614,0.3359,0.16700889,0.0,Neptune-like
Kepler-925 b,16.025,6.08,14611.399,0.1805,0.09281315,0.0,Neptune-like
Kepler-926 b,14.431,5.95,14401.666,0.2739,0.14264202,0.0,Neptune-like
Kepler-927 b,14.817,3.61,10958.119999999999,0.0866,0.024914443,0.0,Super Earth
Kepler-928 b,15.586,3.15,10129.890000000001,0.0444,0.010677618,0.0,Super Earth
Kepler-929 b,14.738,1.41,7071.81,0.0192,0.0024640656,0.0,Super Earth
Kepler-92 b,11.671,64.236,21882.143,0.1174,0.037508555,0.17,Gas Giant
Kepler-92 c,11.671,6.1,16219.352,0.1829,0.07310062,0.04,Neptune-like
Kepler-92 d,11.671,4.93,13168.857000000002,0.2754,0.13524984,0.07,Super Earth
Kepler-930 b,13.89,5.18,13570.23,0.3475,0.19575633,0.0,Neptune-like
Kepler-931 b,14.643,2.33,8473.43,0.0719,0.021902807,0.0,Super Earth
Kepler-932 b,14.308,2.45,8728.27,0.0279,0.005201916,0.0,Super Earth
Kepler-933 b,15.614,6.62,15310.509,0.1041,0.03887748,0.0,Neptune-like
Kepler-934 b,15.238,5.02,13315.39,0.2658,0.15249829,0.0,Super Earth
Kepler-935 b,15.01,2.39,8600.85,0.0527,0.013415469,0.0,Super Earth
Kepler-936 b,14.84,2.7,9237.949999999999,0.0954,0.02902122,0.0,Super Earth
Kepler-937 b,15.405,13.4,23210.452,0.3214,0.18535249,0.0,Neptune-like
Kepler-937 c,15.405,7.61,16638.818,0.5545,0.41971254,0.0,Neptune-like
Kepler-938 b,15.148,5.56,14143.62,0.2689,0.14401095,0.0,Neptune-like
Kepler-939 b,15.653,3.71,11149.25,0.1153,0.040793974,0.0,Super Earth
Kepler-93 b,9.996,4.54426,9996.099,0.053,0.012867898,0.0,Super Earth
Kepler-93 c,9.996,954.0,,,4.0,0.0,Gas Giant
Kepler-940 b,15.727,11.1,20833.478,0.3059,0.1631759,0.0,Neptune-like
Kepler-941 b,15.803,9.69,19225.525,0.1311,0.047638603,0.0,Neptune-like
Kepler-942 b,13.25,5.18,13570.23,0.2298,0.123203285,0.0,Neptune-like
Kepler-943 b,15.76,29.5,36982.919,0.2559,0.13634497,0.0,Neptune-like
Kepler-944 b,15.636,7.41,16429.085,0.2288,0.11854894,0.0,Neptune-like
Kepler-945 b,15.599,7.41,16429.085,0.2037,0.08487337,0.0,Neptune-like
Kepler-946 b,15.011,4.38,12296.029999999999,0.1002,0.03230664,0.0,Super Earth
Kepler-947 b,16.064,5.82,14191.933,0.1773,0.07392197,0.0,Neptune-like
Kepler-948 b,14.811,4.08,11786.35,0.0749,0.021355236,0.0,Super Earth
Kepler-949 b,14.718,8.8,18176.86,0.0774,0.023819301,0.0,Neptune-like
Kepler-94 b,13.071,10.84,21882.143,0.03106,0.0068446267,0.0,Neptune-like
Kepler-94 c,13.071,3127.848,77601.21,,2.2,0.0,Gas Giant
Kepler-950 b,16.0,59.784,55998.711,0.3982,0.27022585,0.0,Gas Giant
Kepler-951 b,14.841,26.7,34885.589,0.3091,0.19575633,0.0,Neptune-like
Kepler-952 b,15.323,45.474,47679.302,0.5183,0.35701573,0.0,Gas Giant
Kepler-953 b,11.871,16.5,26286.536,0.392,0.24202602,0.0,Neptune-like
Kepler-953 c,11.871,1.81,7581.49,0.0862,0.024914443,0.0,Super Earth
Kepler-954 b,13.095,5.99,14471.577,0.118,0.04599589,0.0,Neptune-like
Kepler-955 b,14.734,9.96,19505.169,0.1083,0.039698835,0.0,Neptune-like
Kepler-956 b,13.387,9.27,18736.148,0.0596,0.014236824,0.0,Neptune-like
Kepler-957 b,15.833,25.9,34326.301,0.0559,0.01615332,0.0,Neptune-like
Kepler-958 b,13.91,4.9,13124.26,0.0852,0.026830938,0.0,Super Earth
Kepler-959 b,12.606,17.6,27335.201,0.1633,0.04052019,0.0,Neptune-like
Kepler-95 b,12.382,13.0,21322.855,0.1017,0.031485286,0.0,Neptune-like
Kepler-960 b,14.127,5.86,14261.844,0.0414,0.008487337,0.0,Neptune-like
Kepler-961 b,14.204,7.04,15869.797,0.1245,0.046269678,0.0,Neptune-like
Kepler-962 b,13.68,4.54,12550.869999999999,0.0984,0.033127997,0.0,Super Earth
Kepler-963 b,15.091,7.56,16568.907,0.0849,0.027378507,0.0,Neptune-like
Kepler-964 b,14.061,5.14,13506.52,0.1063,0.036960986,0.0,Neptune-like
Kepler-965 b,13.488,11.4,21113.122,0.512,0.36769336,0.0,Neptune-like
Kepler-966 b,14.731,16.0,25727.248,0.3907,0.2729637,0.0,Neptune-like
Kepler-967 b,14.702,6.12,14681.31,0.1027,0.03613963,0.0,Neptune-like
Kepler-967 c,14.702,12.9,22790.986,0.6253,0.54401094,0.0,Neptune-like
Kepler-968 b,14.626,4.66,12742.0,0.0389,0.010130048,0.0,Super Earth
Kepler-968 c,14.626,3.5,10766.99,0.052,0.015605749,0.0,Super Earth
Kepler-969 b,13.865,4.94,13187.97,0.2027,0.0936345,0.0,Super Earth
Kepler-969 c,13.865,0.937,6307.29,0.0272,0.0046543465,0.0,Terrestrial
Kepler-96 b,10.568,8.46,16638.818,0.1235,0.044353183,0.0,Neptune-like
Kepler-970 b,15.21,7.31,16289.263,0.139,0.045722112,0.34,Neptune-like
Kepler-971 b,13.483,5.18,13570.23,0.0827,0.026283368,0.0,Neptune-like
Kepler-972 b,15.084,19.5,29013.065,0.0734,0.019164955,0.0,Neptune-like
Kepler-973 b,13.478,4.5,12487.16,0.2508,0.1357974,0.0,Super Earth
Kepler-974 b,15.295,3.09,10002.470000000001,0.0419,0.011498973,0.0,Super Earth
Kepler-975 b,14.633,2.79,9429.08,0.0303,0.0054757018,0.0,Super Earth
Kepler-976 b,15.861,14.9,24678.583,0.4217,0.29021218,0.0,Neptune-like
Kepler-977 b,14.754,7.37,16359.174,0.162,0.073648185,0.0,Neptune-like
Kepler-978 b,13.513,9.22,18666.237,0.2726,0.1357974,0.0,Neptune-like
Kepler-979 b,14.882,7.85,16988.373,0.0753,0.022176592,0.0,Neptune-like
Kepler-97 b,12.994,3.51,9429.08,0.0356,0.007118412,0.0,Super Earth
Kepler-97 c,12.994,343.44,,,2.2,0.0,Gas Giant
Kepler-980 b,14.221,7.61,16638.818,0.1005,0.03175907,0.0,Neptune-like
Kepler-981 b,14.875,5.95,14401.666,0.0535,0.0123203285,0.0,Neptune-like
Kepler-982 b,13.099,5.69,14052.111,0.1291,0.04325804,0.0,Neptune-like
Kepler-983 b,14.1125,6.17,14751.221,0.3148,0.16454482,0.0,Neptune-like
Kepler-984 b,13.599,5.14,13506.52,0.2327,0.117727585,0.0,Neptune-like
Kepler-985 b,14.904,9.17,18596.326,0.4451,0.31841207,0.0,Neptune-like
Kepler-986 b,13.69,6.17,14751.221,0.276,0.15441479,0.0,Neptune-like
Kepler-987 b,15.171,10.7,20344.101,0.4238,0.2882957,0.0,Neptune-like
Kepler-988 b,15.578,4.94,13187.97,0.1085,0.04873374,0.0,Super Earth
Kepler-989 b,14.717,5.52,14079.91,0.0734,0.021902807,0.0,Neptune-like
Kepler-98 b,12.996,3.55,12678.289999999999,0.0256,0.0041067763,0.0,Neptune-like
Kepler-990 b,14.716,7.27,16219.352,0.0883,0.027104722,0.0,Neptune-like
Kepler-990 c,14.716,2.96,9747.630000000001,0.0127,0.0013689254,0.0,Super Earth
Kepler-991 b,15.626,6.99,15869.797,0.3104,0.2258727,0.0,Neptune-like
Kepler-992 b,13.557,3.26,10321.02,0.1339,0.055304587,0.0,Super Earth
Kepler-993 b,16.608,9.11,18526.415,0.13,0.060506504,0.0,Neptune-like
Kepler-994 b,15.046,3.19,10193.6,0.0177,0.003285421,0.0,Super Earth
Kepler-995 b,15.173,7.75,16848.551,0.1701,0.07748117,0.0,Neptune-like
Kepler-996 b,14.717,4.58,12614.58,0.0474,0.010403832,0.0,Super Earth
Kepler-997 b,11.521,2.42,8664.560000000001,0.0397,0.0073921974,0.0,Super Earth
Kepler-998 b,14.463,5.99,14471.577,0.0626,0.015605749,0.0,Neptune-like
Kepler-999 b,12.364,6.08,14611.399,0.0681,0.016427105,0.0,Neptune-like
Kepler-99 b,13.206,6.15,9429.08,0.0503,0.012594113,0.0,Super Earth
Kepler-9 b,13.922,43.4229,51734.14,0.143,0.052566737,0.06,Gas Giant
Kepler-9 c,13.922,29.9,50405.831,0.227,0.10677618,0.07,Neptune-like
Kepler-9 d,13.922,3.33,10448.439999999999,0.0273,0.0043805614,0.0,Super Earth
KIC 10001893 b,15.829,,,,0.0005475702,0.0,Unknown
KIC 10001893 c,15.829,,,,0.00082135526,0.0,Unknown
KIC 10001893 d,15.829,,,,0.0021902807,0.0,Unknown
KIC 10068024 b,13.144,636.0,83194.09,,0.0057494864,0.0,Gas Giant
KIC 10525077 b,15.592,25.9,34326.301,,2.3,0.0,Neptune-like
KIC 3526061 b,10.372,5771.7,75503.88,5.14,9.7,0.85,Gas Giant
KIC 3558849 b,14.32,38.1,43065.176,,3.6,0.0,Neptune-like
KIC 5095269 b,13.595,2446.374,78999.43,0.8,0.6507871,0.06,Gas Giant
KIC 5437945 b,13.834,33.6,39919.181,1.1455,1.2068446,0.0,Neptune-like
KIC 5479689 b,13.929,159.0,88786.97,,0.0046543465,0.0,Gas Giant
KIC 5951458 b,12.836,35.4,41177.579,,3.6,0.0,Neptune-like
KIC 7917485 b,13.166,3752.4,76902.1,,2.3,0.15,Gas Giant
KIC 8121913 b,12.38,667.8000000000001,83194.09,,0.009034907,0.0,Gas Giant
KIC 8540376 b,14.411,15.8,25587.426,,0.087063655,0.0,Neptune-like
KIC 8540376 c,14.411,6.35,14960.954,,0.20588636,0.0,Neptune-like
KIC 9663113 b,14.027,19.2,28663.51,1.4062,1.6,0.0,Neptune-like
KMT-2016-BLG-0212L b,,5724.0,75503.88,2.2,4.7,0.0,Gas Giant
KMT-2016-BLG-1107L b,,1043.994,81795.87,0.342,0.6666667,0.0,Gas Giant
KMT-2016-BLG-1397L b,,2226.0,78999.43,5.1,17.2,0.0,Gas Giant
KMT-2016-BLG-1820L b,,1453.26,80397.65,1.08,5.6,0.0,Gas Giant
KMT-2016-BLG-1836L b,,699.6,83194.09,3.5,9.4,0.0,Gas Giant
KMT-2016-BLG-2142L b,,4925.82,76202.99,0.83,2.9,0.0,Gas Giant
KMT-2016-BLG-2364L b,,1249.74,81096.76,2.63,6.0,0.0,Gas Giant
KMT-2016-BLG-2397L b,,836.3399999999999,82494.98,3.64,8.7,0.0,Gas Giant
KMT-2016-BLG-2605L b,,245.178,87388.75,0.681,2.3,0.0,Gas Giant
KMT-2017-BLG-0165L b,,34.0,40198.825,3.45,7.4,0.0,Neptune-like
KMT-2017-BLG-0673L b,,1167.06,81096.76,2.34,4.5,0.0,Gas Giant
KMT-2017-BLG-1038L b,,636.0,83194.09,1.8,4.0,0.0,Gas Giant
KMT-2017-BLG-1146L b,,225.78,87388.75,1.6,3.5,0.0,Gas Giant
KMT-2017-BLG-2509L b,,664.62,83194.09,2.14,4.6,0.0,Gas Giant
KMT-2018-BLG-0029L b,,7.59,16638.818,4.27,8.3,0.0,Neptune-like
KMT-2018-BLG-0748L b,,60.42,56208.444,0.62,1.6,0.0,Gas Giant
KMT-2018-BLG-1025L b,,6.059,14541.488,1.305,3.2,0.0,Neptune-like
KMT-2018-BLG-1292L b,,1405.56,80397.65,6.03,14.2,0.0,Gas Giant
KMT-2018-BLG-1743L b,,77.91,65506.607,1.449,4.0,0.0,Gas Giant
KMT-2018-BLG-1976L b,,705.96,83194.09,3.54,8.3,0.0,Gas Giant
KMT-2018-BLG-1988L b,,5.56,14143.62,3.09,7.9,0.0,Neptune-like
KMT-2018-BLG-1990L b,,110.66399999999999,81096.76,0.763,2.2,0.0,Gas Giant
KMT-2018-BLG-1996L b,,346.62,85990.53,4.27,10.6,0.0,Gas Giant
KMT-2019-BLG-0371L b,,2448.6,78999.43,0.79,2.3,0.0,Gas Giant
KMT-2019-BLG-0414L b,,1453.26,80397.65,1.16,1.5,0.0,Gas Giant
KMT-2019-BLG-0842L b,,10.28,19854.724,3.31,6.9,0.0,Neptune-like
KMT-2019-BLG-1339L b,,397.5,85291.42,2.15,4.6,0.0,Gas Giant
KMT-2019-BLG-1715L b,,814.08,82494.98,3.32,7.7,0.0,Gas Giant
KMT-2019-BLG-1953L b,,203.52,88087.86,,0.99931556,0.0,Gas Giant
KMT-2020-BLG-0414L b,,0.96,6351.887,1.26,2.8,0.0,Terrestrial
KMT-2020-BLG-0414L c,,4897.2,76202.99,0.12,0.08158795,0.0,Gas Giant
KMT-2021-BLG-0119L b,,1755.36,79698.54,2.92,6.7,0.0,Gas Giant
KMT-2021-BLG-0171L b,,11.2,20903.389,3.5,7.4,0.0,Neptune-like
KMT-2021-BLG-0192L b,,34.96112,40897.935,1.62,4.0,0.0,Neptune-like
KMT-2021-BLG-0240L b,,66.78,59843.816,2.8,6.3,0.0,Gas Giant
KMT-2021-BLG-0320L b,,31.78284,38660.783,1.54,3.4,0.0,Neptune-like
KMT-2021-BLG-0322L b,,2035.2,78999.43,,0.99931556,0.0,Gas Giant
KMT-2021-BLG-0912L b,,2.81,9492.789999999999,3.14,6.2,0.0,Super Earth
KMT-2021-BLG-1077L b,,69.96,61521.68,1.26,3.8,0.0,Gas Giant
KMT-2021-BLG-1077L c,,79.5,66345.53899999999,0.93,2.4,0.0,Gas Giant
KMT-2021-BLG-1303L b,,120.84,84592.31,2.89,6.5,0.0,Gas Giant
KMT-2021-BLG-1554L b,,38.13941,43065.176,0.72,2.2,0.0,Gas Giant
KMT-2021-BLG-1689L b,,46.02414,48098.768,2.5,5.2,0.0,Gas Giant
KMT-2021-BLG-1898L b,,232.14,87388.75,1.9,3.8,0.0,Gas Giant
KMT-2021-BLG-2294L b,,22.24799,31320.128,1.15,3.3,0.0,Neptune-like
KOI-1257 b,14.818,461.09999999999997,65716.34,0.382,0.23709787,0.77,Gas Giant
KOI-12 b,11.51,349.8,85990.53,0.154,0.049007528,0.34,Gas Giant
KOI-13 b,9.791,2951.04,105705.432,0.03641,0.004928131,0.0,Gas Giant
KOI-142 b,13.209,9.5,21462.677,0.098,0.029842572,0.06,Neptune-like
KOI-142 c,13.209,214.33200000000002,87388.75,0.15525,0.06105407,0.06,Gas Giant
KOI-1599.01,14.795,4.6,12104.9,0.14728,0.055852156,0.01,Super Earth
KOI-1599.02,14.795,9.0,12104.9,0.112293,0.037234772,0.01,Super Earth
KOI-1783.01,13.978,71.03802,55229.69,0.5135,0.36824092,0.0,Gas Giant
KOI-1783.02,13.978,15.0,33906.835,0.8453,0.7780972,0.0,Neptune-like
KOI-1831 d,14.222,2.23,7199.23,0.1949,0.0936345,0.0,Super Earth
KOI-1833 d,14.626,11.02,16079.53,0.0634,0.021081451,0.0,Super Earth
KOI-217 b,15.257,,77601.21,0.0477,0.010677618,0.0,Gas Giant
KOI-3503 b,13.831,9.2,7581.49,0.1462,0.05804244,0.0,Super Earth
KOI-3503 c,13.831,10.36,7708.91,0.1911,0.087063655,0.0,Super Earth
KOI-3680 b,14.616,613.74,69211.89,0.534,0.38658452,0.5,Gas Giant
KOI-4777.01,16.413,99.25416,3249.21,0.008,0.0010951404,0.0,Gas Giant
KOI-55 b,15.154,0.44,4835.589,0.006,0.0005475702,0.0,Terrestrial
KOI-55 c,15.154,0.655,5523.657,0.0076,0.00082135526,0.0,Terrestrial
KOI-7368 b,12.969,5.56,14143.62,0.0678,0.018617386,0.0,Neptune-like
KOI-7913 b,14.23,6.08,14611.399,0.1456,0.06652977,0.0,Neptune-like
KOI-94 b,12.314,10.5,10894.41,0.05119,0.010130048,0.25,Super Earth
KOI-94 c,12.314,15.6,26915.735,0.1013,0.028473647,0.43,Neptune-like
KOI-94 d,12.314,106.212,70260.555,0.1684,0.06105407,0.02,Gas Giant
KOI-94 e,12.314,35.0,40897.935,0.3046,0.1486653,0.02,Neptune-like
KOI-984 b,12.795,17.1,26845.824,0.0504,0.011772759,0.12,Neptune-like
KOI-984 c,12.795,209.9118,87388.75,0.1467,0.058863793,0.38,Gas Giant
KPS-1 b,12.97,346.62,72008.33,0.0269,0.0046543465,0.0,Gas Giant
L 168-9 b,11.005,4.6,8855.689999999999,0.02091,0.003832991,0.21,Super Earth
L 98-59 b,11.685,0.4,5415.349999999999,0.02191,0.0062970566,0.1,Terrestrial
L 98-59 c,11.685,2.22,8823.835000000001,0.0304,0.010130048,0.1,Super Earth
L 98-59 d,11.685,1.94,9690.291,0.0486,0.02053388,0.07,Super Earth
L 98-59 e,11.685,3.06,9938.76,0.0717,0.03504449,0.13,Super Earth
LHS 1140 b,14.15,6.38,10416.585000000001,0.0957,0.06762492,0.096,Super Earth
LHS 1140 c,14.15,1.76,7447.6990000000005,0.02734,0.010403832,0.274,Super Earth
LHS 1478 b,13.304,2.33,7912.782,0.01848,0.005201916,0.0,Super Earth
LHS 1678 b,12.6,0.35,4434.215999999999,0.01251,0.0024640656,0.25,Terrestrial
LHS 1678 c,12.6,1.4,6256.322,0.0331,0.010130048,0.22,Super Earth
LHS 1815 b,12.167,8.7,6931.648,0.0404,0.010403832,0.0,Super Earth
LHS 3844 b,15.24,2.25,8301.413,0.00622,0.0013689254,0.0,Super Earth
LkCa 15 b,12.025,,,14.7,0.99931556,0.0,Unknown
LkCa 15 c,12.025,,,18.6,0.99931556,0.0,Unknown
LP 714-47 b,12.492,30.8,29292.709,0.0417,0.011225188,0.04,Neptune-like
LP 791-18 b,16.91,1.46,7135.52,0.00969,0.0024640656,0.0,Super Earth
LP 791-18 c,16.91,5.95,14401.666,0.029392,0.0136892535,0.0,Neptune-like
LP 890-9 b,18.0,13.2,8409.720000000001,0.01875,0.0073921974,0.0,Super Earth
LP 890-9 c,18.0,25.3,8709.157,0.03984,0.023271732,0.0,Super Earth
LSPM J2116+0234 b,11.961,13.3,23140.541,0.0876,0.03942505,0.18,Neptune-like
LTT 1445 A b,10.59,2.87,8314.154999999999,0.03813,0.014784395,0.11,Super Earth
LTT 1445 A c,10.59,1.54,7307.537,0.02661,0.008487337,0.223,Super Earth
LTT 3780 b,13.14,2.62,8486.172,0.01211,0.0021902807,0.0,Super Earth
LTT 3780 c,13.14,8.6,14331.755,0.07673,0.033675566,0.06,Super Earth
LTT 9779 b,9.79,29.32,29432.531,0.01679,0.0021902807,0.0,Neptune-like
Lupus-TR-3 b,19.6202,257.58000000000004,62220.79,0.0464,0.010677618,0.0,Gas Giant
MASCARA-1 b,8.28,1176.6000000000001,111647.867,0.040352,0.0057494864,0.0,Gas Giant
MASCARA-4 b,8.191,985.8000000000001,106963.83,0.047,0.007665982,0.0,Gas Giant
MOA-2007-BLG-192L b,,3.3,10384.73,0.62,2.0,0.0,Super Earth
MOA-2007-BLG-400L b,,263.94,86689.64,6.5,30.3,0.0,Gas Giant
MOA-2008-BLG-310L b,,23.4,32298.882,1.1,2.5,0.0,Neptune-like
MOA-2008-BLG-379L b,,1303.8,81096.76,2.7,5.9,0.0,Gas Giant
MOA-2009-BLG-266L b,,10.4,19994.546,3.2,7.7,0.0,Neptune-like
MOA-2009-BLG-319L b,,67.416,60123.46,2.03,4.0,0.0,Gas Giant
MOA-2009-BLG-387L b,,826.8000000000001,82494.98,1.8,5.4,0.0,Gas Giant
MOA-2010-BLG-073L b,,3498.0,77601.21,1.21,3.3,0.0,Gas Giant
MOA-2010-BLG-117L b,24.3,171.72,88786.97,2.42,4.9,0.0,Gas Giant
MOA-2010-BLG-328L b,,9.2,18596.326,0.92,2.7,0.0,Neptune-like
MOA-2010-BLG-353L b,,85.86,69491.534,1.72,5.3,0.0,Gas Giant
MOA-2010-BLG-477L b,,477.0,84592.31,2.0,3.5,0.0,Gas Giant
MOA-2011-BLG-028L b,,30.0,37402.385,4.14,9.7,0.0,Neptune-like
MOA-2011-BLG-262L b,,17.0,26775.913,0.95,2.8,0.0,Neptune-like
MOA-2011-BLG-291L b,,18.0,27684.756,0.69,1.5,0.0,Neptune-like
MOA-2011-BLG-293L b,,1526.3999999999999,80397.65,1.1,8.2,0.0,Gas Giant
MOA-2011-BLG-322L b,,3688.7999999999997,77601.21,4.3,14.3,0.0,Gas Giant
MOA-2012-BLG-006L b,,2671.2000000000003,78300.32,10.2,46.6,0.0,Gas Giant
MOA-2012-BLG-505L b,,6.7,15450.331,0.9,2.7,0.0,Neptune-like
MOA-2013-BLG-220L b,,871.32,82494.98,3.03,5.6,0.0,Gas Giant
MOA-2013-BLG-605L b,,3.24,10321.02,0.93,6.3,0.0,Super Earth
MOA-2015-BLG-337L b,,33.7,39989.092,0.24,1.1756331,0.0,Neptune-like
MOA-2016-BLG-227L b,,890.4,82494.98,1.39,3.0,0.0,Gas Giant
MOA-2016-BLG-319L b,,197.16,88087.86,0.95,2.4,0.0,Gas Giant
MOA-2019-BLG-008L b,,5724.0,75503.88,,0.99931556,0.0,Gas Giant
MOA-2020-BLG-135L b,,11.3,21043.211,1.11,2.4,0.0,Neptune-like
MOA-bin-1L b,,1176.6000000000001,81096.76,8.3,27.6,0.0,Gas Giant
MOA-bin-29 b,44.61,190.79999999999998,88087.86,0.48,1.9,0.0,Gas Giant
mu2 Scorpii b,3.56,4579.2,76202.99,242.4,1251.8,0.56,Gas Giant
Mu Leonis b,3.86648,763.1999999999999,82494.98,1.1,0.979603,0.09,Gas Giant
MXB 1658-298 b,,7536.599999999999,74804.77,1.613,2.1,0.0,Gas Giant
NGC 2682 Sand 364 b,9.616,2127.42,78999.43,0.53,0.33319643,0.35,Gas Giant
NGC 2682 Sand 978 b,9.814,693.24,83194.09,,1.4,0.16,Gas Giant
NGC 2682 YBP 1194 b,14.569,101.76,76902.1,,0.019164955,0.3,Gas Giant
NGC 2682 YBP 1514 b,14.684,127.2,87388.75,,0.013963039,0.28,Gas Giant
NGC 2682 YBP 401 b,13.699,146.28,88786.97,,0.011225188,0.15,Gas Giant
NGTS-10 b,14.506,687.516,84242.755,0.0143,0.0021902807,0.0,Gas Giant
NGTS-11 b,12.456,109.392,57117.287,0.201,0.0971937,0.13,Gas Giant
NGTS-12 b,12.382,66.14399999999999,73266.728,0.0757,0.02053388,0.0,Gas Giant
NGTS-13 b,12.744,1539.12,79838.362,0.0549,0.011225188,0.09,Gas Giant
NGTS-14 A b,13.268,29.24036,31040.484,0.0403,0.009582478,0.0,Neptune-like
NGTS-15 b,14.669,238.818,76902.1,0.0441,0.009034907,0.0,Gas Giant
NGTS-16 b,14.529,212.10600000000002,90884.3,0.0523,0.013141684,0.0,Gas Giant
NGTS-17 b,14.412,242.952,86689.64,0.0391,0.008761123,0.0,Gas Giant
NGTS-18 b,14.588,130.06199999999998,84592.31,0.0448,0.008487337,0.0,Gas Giant
NGTS-1 b,15.667,258.216,92981.63,0.0326,0.007118412,0.02,Gas Giant
NGTS-20 b,11.233,947.64,74804.77,0.313,0.14839152,0.43,Gas Giant
NGTS-21 b,15.506,750.4799999999999,92981.63,0.0236,0.0041067763,0.0,Gas Giant
NGTS-23 b,14.126,194.934,88577.237,0.0504,0.011225188,0.0,Gas Giant
NGTS-24 b,13.214,165.36,84871.954,0.0479,0.009582478,0.0,Gas Giant
NGTS-25 b,14.333,203.202,71518.953,0.0388,0.007665982,0.0,Gas Giant
NGTS-2 b,10.789,235.32,111508.045,0.063,0.0123203285,0.0,Gas Giant
NGTS-3 A b,14.669,756.8399999999999,103468.28,0.023,0.0046543465,0.0,Gas Giant
NGTS-4 b,13.138,20.6,19854.724,0.019,0.003559206,0.0,Neptune-like
NGTS-5 b,13.789,72.822,79418.896,0.0382,0.009308693,0.0,Gas Giant
NGTS-6 b,14.237,425.80199999999996,92701.986,0.01677,0.0024640656,0.0,Gas Giant
NGTS-8 b,13.69,295.74,76202.99,0.035,0.0068446267,0.01,Gas Giant
NGTS-9 b,12.868,922.1999999999999,74804.77,0.058,0.012046544,0.06,Gas Giant
NN Serpentis c,16.943,2330.94,78999.43,5.35,15.3,0.08,Gas Giant
NN Serpentis d,16.943,731.4,83194.09,3.43,7.9,0.19,Gas Giant
NSVS 14256825 b,13.296,4499.7,76902.1,3.12,8.8,0.12,Gas Giant
Nu Octantis A b,3.73,763.1999999999999,82494.98,1.25,1.1416838,0.11,Gas Giant
Nu Ophiuchi b,3.31216,7061.508,74804.77,1.79,1.5,0.12,Gas Giant
Nu Ophiuchi c,3.31216,7842.516,74804.77,5.931,8.7,0.18,Gas Giant
NY Virginis b,13.496,731.4,83194.09,3.3,8.7,0.15,Gas Giant
NY Virginis c,13.496,1761.72,79698.54,,24.1,0.15,Gas Giant
OGLE-2003-BLG-235L b,,826.8000000000001,82494.98,4.3,11.2,0.0,Gas Giant
OGLE-2005-BLG-071L b,,1208.3999999999999,81096.76,3.6,10.1,0.0,Gas Giant
OGLE-2005-BLG-169L b,22.783,14.1,23979.473,3.5,7.9,0.0,Neptune-like
OGLE-2005-BLG-390L b,,5.5,14079.91,2.6,9.0,0.0,Neptune-like
OGLE-2006-BLG-109L b,,231.186,87388.75,2.3,4.9,0.0,Gas Giant
OGLE-2006-BLG-109L c,,85.86,69491.534,4.5,13.5,0.15,Gas Giant
OGLE-2006-BLG-284L A b,,144.07626,88786.97,2.17,5.4,0.0,Gas Giant
OGLE-2007-BLG-349L AB c,24.73,80.04378,66555.272,2.59,7.0,0.0,Gas Giant
OGLE-2007-BLG-368L b,17.71,20.0,29432.531,2.8,5.9,0.0,Neptune-like
