nom,masse,rayon,rayonOrbite,periodeOrbite,type
Kepler-221 b,3.57,10894.41,0.037,0.007665982,Super Earth
Kepler-221 c,15.1,18246.771,0.059,0.015605749,Super Earth
Kepler-221 d,7.9,17058.284,0.087,0.027378507,Neptune-like
Kepler-221 e,7.41,16429.085,0.13,0.050376453,Neptune-like
Kepler-222 b,10.1,19714.902,0.048,0.010677618,Neptune-like
Kepler-222 c,19.4,28943.154,0.091,0.027652293,Neptune-like
Kepler-222 d,13.2,23000.719,0.18,0.07693361,Neptune-like
Kepler-223 b,7.4,18666.237,0.0756,0.020260096,Neptune-like
Kepler-223 c,5.1,21462.677,0.0916,0.026830938,Neptune-like
Kepler-223 d,8.0,32648.437,0.1201,0.04052019,Neptune-like
Kepler-223 e,4.8,28663.51,0.1455,0.053935662,Neptune-like
Kepler-224 b,2.51,8855.689999999999,0.038,0.008487337,Super Earth
Kepler-224 c,9.91,19435.258,0.058,0.01615332,Neptune-like
Kepler-224 d,5.9,14331.755,0.089,0.030937715,Neptune-like
Kepler-224 e,4.54,12550.869999999999,0.124,0.050924025,Super Earth
Kepler-225 b,1.87,7645.2,0.056,0.0183436,Super Earth
Kepler-225 c,4.04,11722.640000000001,0.111,0.05147159,Super Earth
Kepler-226 b,24.0,9875.050000000001,0.047,0.010677618,Super Earth
Kepler-226 c,45.156,14191.933,0.058,0.01451061,Super Earth
Kepler-226 d,1.98,7772.62,0.076,0.022176592,Super Earth
Kepler-227 b,9.85,19365.347,0.09,0.026009582,Neptune-like
Kepler-227 c,9.48,18945.881,0.29,0.14893909,Neptune-like
Kepler-228 b,2.96,9747.630000000001,0.038,0.007118412,Super Earth
Kepler-228 c,7.75,16848.551,0.052,0.011225188,Neptune-like
Kepler-228 d,15.4,25167.96,0.101,0.030390145,Neptune-like
Kepler-229 b,5.48,14016.2,0.062,0.017248461,Neptune-like
Kepler-229 c,21.5,30690.929,0.117,0.044079397,Neptune-like
Kepler-229 d,14.2,23979.473,0.22,0.11279946,Neptune-like
Kepler-22 b,36.0,14821.132,0.849,0.7937029,Super Earth
Kepler-230 b,16.8,26566.18,0.191,0.08925393,Neptune-like
Kepler-230 c,4.82,12996.84,0.38,0.2513347,Super Earth
Kepler-231 b,35.4,11021.83,0.074,0.027652293,Super Earth
Kepler-231 c,24.1,12296.029999999999,0.114,0.05284052,Super Earth
Kepler-232 b,9.69,19225.525,0.054,0.012046544,Neptune-like
Kepler-232 c,14.0,23909.562,0.101,0.031211497,Neptune-like
Kepler-233 b,6.48,15170.687,0.077,0.023271732,Neptune-like
Kepler-233 c,7.8,16918.462,0.287,0.16536619,Neptune-like
Kepler-234 b,13.2,23070.63,0.04,0.0073921974,Neptune-like
Kepler-234 c,12.1,21882.143,0.077,0.019712524,Neptune-like
Kepler-235 b,5.6,14207.33,0.037,0.009034907,Neptune-like
Kepler-235 c,2.18,8154.88,0.065,0.021355236,Super Earth
Kepler-235 d,4.86,13060.55,0.122,0.0550308,Super Earth
Kepler-235 e,5.56,14143.62,0.213,0.12648872,Neptune-like
Kepler-236 b,3.09,10002.470000000001,0.065,0.022724163,Super Earth
Kepler-236 c,4.66,12742.0,0.132,0.06570842,Super Earth
Kepler-237 b,2.57,8983.109999999999,0.05,0.012867898,Super Earth
Kepler-237 c,4.98,13251.68,0.071,0.022176592,Super Earth
Kepler-238 b,3.64,11021.83,0.034,0.0057494864,Super Earth
Kepler-238 c,6.3,14891.043,0.069,0.016974675,Neptune-like
Kepler-238 d,9.64,19155.614,0.115,0.03613963,Neptune-like
Kepler-238 e,169.812,34955.5,0.1658,0.06488707,Neptune-like
Kepler-238 f,13.5,12742.0,0.2747,0.13798769,Super Earth
Kepler-239 b,6.04,14541.488,0.095,0.03230664,Neptune-like
Kepler-239 c,6.85,15660.064,0.268,0.15386721,Neptune-like
Kepler-23 b,254.4,12104.9,0.075,0.01943874,Neptune-like
Kepler-23 c,858.6,19924.635,0.099,0.029295003,Neptune-like
Kepler-23 d,17.6,14016.2,0.124,0.041889116,Super Earth
Kepler-240 b,2.45,8728.27,0.048,0.011225188,Super Earth
Kepler-240 c,102.396,14016.2,0.074,0.021902807,Super Earth
Kepler-241 b,6.04,14541.488,0.094,0.034770705,Neptune-like
Kepler-241 c,7.13,16009.619,0.189,0.09883641,Neptune-like
Kepler-242 b,7.32,16289.263,0.075,0.022450376,Neptune-like
Kepler-242 c,4.66,12742.0,0.109,0.039698835,Super Earth
Kepler-243 b,6.57,15310.509,0.062,0.015605749,Neptune-like
Kepler-243 c,4.62,12678.289999999999,0.142,0.054757014,Super Earth
Kepler-244 b,8.05,17198.106,0.05,0.011772759,Neptune-like
Kepler-244 c,4.86,13060.55,0.087,0.026830938,Super Earth
Kepler-244 d,15.2,14401.666,0.14,0.0550308,Super Earth
Kepler-245 b,7.13,16009.619,0.071,0.02053388,Neptune-like
Kepler-245 c,225.78,13888.78,0.124,0.04791239,Super Earth
Kepler-245 d,21.6,18875.97,0.202,0.09938398,Neptune-like
Kepler-245 e,3.71,11149.25,0.04,0.008761123,Super Earth
Kepler-246 b,6.08,14611.399,0.052,0.012594113,Neptune-like
Kepler-246 c,2.86,9556.5,0.095,0.030663928,Super Earth
Kepler-247 b,3.33,10448.439999999999,0.042,0.009034907,Super Earth
Kepler-247 c,15.7,25517.515,0.084,0.025735795,Neptune-like
Kepler-247 d,14.7,24608.672,0.14,0.056125943,Neptune-like
Kepler-248 b,9.38,18806.059,0.066,0.017248461,Neptune-like
Kepler-248 c,15.6,25377.693,0.123,0.044353183,Neptune-like
Kepler-249 b,1.32,6944.39,0.035,0.009034907,Super Earth
Kepler-249 c,2.89,9620.210000000001,0.058,0.01943874,Super Earth
Kepler-249 d,3.09,10002.470000000001,0.097,0.042162903,Super Earth
Kepler-24 b,508.8,14960.954,0.08,0.022176592,Neptune-like
Kepler-24 c,508.8,17477.75,0.106,0.033675566,Neptune-like
Kepler-24 d,3.43,10639.57,0.051,0.011498973,Super Earth
Kepler-24 e,8.15,17337.928,0.138,0.052019164,Neptune-like
Kepler-250 b,1.51,7199.23,0.048,0.011225188,Super Earth
Kepler-250 c,5.82,14191.933,0.069,0.019712524,Neptune-like
Kepler-250 d,5.39,13888.78,0.127,0.048186176,Neptune-like
Kepler-251 b,2.33,8473.43,0.053,0.013141684,Super Earth
Kepler-251 c,8.1,17268.017,0.122,0.04517454,Neptune-like
Kepler-251 d,8.1,17268.017,0.182,0.08240931,Neptune-like
Kepler-251 e,8.1,17268.017,0.404,0.27268994,Neptune-like
Kepler-252 b,2.04,7836.33,0.058,0.0183436,Super Earth
Kepler-252 c,5.27,13697.65,0.08,0.02956879,Neptune-like
Kepler-253 b,3.29,10384.73,0.046,0.010403832,Super Earth
Kepler-253 c,7.51,16498.996,0.089,0.028199865,Neptune-like
Kepler-253 d,10.2,19784.813,0.13,0.0495551,Neptune-like
Kepler-254 b,14.3,24119.295,0.064,0.015879534,Neptune-like
Kepler-254 c,3.2,13697.65,0.105,0.03394935,Neptune-like
Kepler-254 d,6.8,15590.153,0.139,0.051197812,Neptune-like
Kepler-255 b,3.02,9875.050000000001,0.063,0.015605749,Super Earth
Kepler-255 c,9.22,18666.237,0.092,0.027104722,Neptune-like
Kepler-255 d,2.3,8409.720000000001,0.0192,0.0027378509,Super Earth
Kepler-256 b,3.15,10129.890000000001,0.027,0.0043805614,Super Earth
Kepler-256 c,5.27,13697.65,0.045,0.009308693,Neptune-like
Kepler-256 d,6.71,15450.331,0.064,0.015879534,Neptune-like
Kepler-256 e,6.12,14681.31,0.096,0.029295003,Neptune-like
Kepler-257 b,7.32,16289.263,0.034,0.006570842,Neptune-like
Kepler-257 c,25.2,33767.013,0.066,0.018069815,Neptune-like
Kepler-257 d,21.7,30900.662,0.16,0.06762492,Neptune-like
Kepler-258 b,15.5,25307.782,0.103,0.03613963,Neptune-like
Kepler-258 c,12.7,22511.342,0.193,0.092265576,Neptune-like
Kepler-259 b,8.25,17477.75,0.079,0.022176592,Neptune-like
Kepler-259 c,7.75,16848.551,0.217,0.1010267,Neptune-like
Kepler-25 b,8.7,17128.195,0.0685,0.016974675,Neptune-like
Kepler-25 c,15.2,32508.615,0.1101,0.034770705,Neptune-like
Kepler-260 b,4.7,12805.71,0.075,0.022450376,Super Earth
Kepler-260 c,3.68,11085.539999999999,0.332,0.20835043,Super Earth
Kepler-261 b,5.39,13888.78,0.088,0.028473647,Neptune-like
Kepler-261 c,4.66,12742.0,0.156,0.06735113,Super Earth
Kepler-262 b,2.42,8664.560000000001,0.108,0.035865847,Super Earth
Kepler-262 c,3.33,10448.439999999999,0.152,0.05995893,Super Earth
Kepler-263 b,7.61,16638.818,0.12,0.045448326,Neptune-like
Kepler-263 c,6.66,15380.42,0.242,0.12950034,Neptune-like
Kepler-264 b,11.1,20763.567,0.249,0.11170431,Neptune-like
Kepler-264 c,8.4,17617.572,0.566,0.3835729,Neptune-like
Kepler-265 b,4.12,11850.060000000001,0.069,0.018617386,Super Earth
Kepler-265 c,7.41,16429.085,0.127,0.046543464,Neptune-like
Kepler-265 d,6.76,15520.242,0.236,0.118001364,Neptune-like
Kepler-265 e,7.22,16149.441,0.319,0.1856263,Neptune-like
Kepler-266 b,6.71,15450.331,0.071,0.018069815,Neptune-like
Kepler-266 c,14.4,24259.117,0.457,0.29486653,Neptune-like
Kepler-267 b,37.9,12614.58,0.037,0.009308693,Super Earth
Kepler-267 c,5.18,13570.23,0.06,0.01889117,Neptune-like
Kepler-267 d,5.77,14191.933,0.154,0.078028746,Neptune-like
Kepler-268 b,7.04,15869.797,0.18,0.070910335,Neptune-like
Kepler-268 c,11.4,21113.122,0.391,0.22833677,Neptune-like
Kepler-269 b,6.66,15380.42,0.061,0.01451061,Neptune-like
Kepler-269 c,3.5,10766.99,0.081,0.022176592,Super Earth
Kepler-26 b,5.12,17337.928,0.08551,0.033675566,Neptune-like
Kepler-26 c,6.2,16988.373,0.10725,0.047364816,Neptune-like
Kepler-26 d,1.24,6816.97,0.039,0.009582478,Super Earth
Kepler-26 e,6.39,15030.865,0.22,0.12813142,Neptune-like
Kepler-270 b,4.7,12805.71,0.107,0.031485286,Super Earth
Kepler-270 c,3.78,11276.67,0.18,0.06926762,Super Earth
Kepler-271 b,2.04,7836.33,0.0881,0.028473647,Super Earth
Kepler-271 c,0.809,6052.45,0.0702,0.020260096,Terrestrial
Kepler-271 d,0.219,4204.860000000001,0.0558,0.014236824,Terrestrial
Kepler-272 b,77.91,9110.529999999999,0.038,0.008213553,Super Earth
Kepler-272 c,97.944,11404.09,0.061,0.01670089,Super Earth
Kepler-272 d,5.69,14052.111,0.091,0.029842572,Neptune-like
Kepler-273 b,2.86,9556.5,0.037,0.007939767,Super Earth
Kepler-273 c,4.58,12614.58,0.073,0.021902807,Super Earth
Kepler-274 b,2.99,9811.34,0.101,0.03175907,Super Earth
Kepler-274 c,4.04,11722.640000000001,0.204,0.09089665,Super Earth
Kepler-275 b,6.08,14611.399,0.098,0.028199865,Neptune-like
Kepler-275 c,11.4,21113.122,0.132,0.044079397,Neptune-like
Kepler-275 d,11.1,20763.567,0.224,0.097741276,Neptune-like
Kepler-276 b,8.6,17897.216,0.119,0.038603697,Neptune-like
Kepler-276 c,16.6,18106.949,0.1994,0.08733744,Super Earth
Kepler-276 d,16.3,17477.75,0.2642,0.13305955,Super Earth
Kepler-277 b,87.45,18246.771,0.1385,0.047364816,Gas Giant
Kepler-277 c,64.236,20973.3,0.2129,0.09034908,Gas Giant
Kepler-278 b,15.6,25377.693,0.207,0.082683094,Neptune-like
Kepler-278 c,12.6,22371.52,0.294,0.13990417,Neptune-like
Kepler-279 b,12.8,22581.253,0.112,0.033675566,Neptune-like
Kepler-279 c,49.29,26845.824,0.2236,0.097741276,Gas Giant
Kepler-279 d,37.5,19365.347,0.2901,0.14893909,Neptune-like
Kepler-27 b,2896.98,24958.227,0.118,0.041889116,Gas Giant
Kepler-27 c,4388.400000000001,30551.107,0.191,0.08569473,Gas Giant
Kepler-27 d,7.78,16848.551,0.0668,0.01779603,Neptune-like
Kepler-280 b,2.7,9237.949999999999,0.032,0.0057494864,Super Earth
Kepler-280 c,4.7,12805.71,0.056,0.013141684,Super Earth
Kepler-281 b,8.35,17617.572,0.117,0.039972622,Neptune-like
Kepler-281 c,24.4,33137.814,0.215,0.09938398,Neptune-like
Kepler-281 d,29.5,37052.83,0.5456,0.4060233,Neptune-like
Kepler-282 b,1.01,6434.71,0.082,0.025188226,Super Earth
Kepler-282 c,1.87,7645.2,0.106,0.037234772,Super Earth
Kepler-282 d,61.056000000000004,15310.509,0.154,0.0678987,Super Earth
Kepler-282 e,56.285999999999994,19365.347,0.2269,0.12128679,Gas Giant
Kepler-283 b,5.18,13570.23,0.082,0.030116359,Neptune-like
Kepler-283 c,3.97,11595.220000000001,0.341,0.25379875,Super Earth
Kepler-284 b,5.65,13982.2,0.104,0.034770705,Neptune-like
Kepler-284 c,7.32,16289.263,0.213,0.1026694,Neptune-like
Kepler-285 b,2.36,8537.140000000001,0.036,0.007118412,Super Earth
Kepler-285 c,1.46,7135.52,0.064,0.016974675,Super Earth
Kepler-286 b,2.07,7900.04,0.027,0.004928131,Super Earth
Kepler-286 c,2.45,8728.27,0.042,0.009582478,Super Earth
Kepler-286 d,2.33,8473.43,0.061,0.01615332,Super Earth
Kepler-286 e,3.78,11276.67,0.176,0.079945244,Super Earth
Kepler-287 b,6.04,14541.488,0.145,0.05557837,Neptune-like
Kepler-287 c,10.7,20344.101,0.246,0.122929506,Neptune-like
Kepler-288 b,3.43,10639.57,0.065,0.01670089,Super Earth
Kepler-288 c,8.5,17757.394,0.14,0.05284052,Neptune-like
Kepler-288 d,7.61,16638.818,0.287,0.15496235,Neptune-like
Kepler-289 b,7.3,13697.65,0.21,0.09445585,Super Earth
Kepler-289 c,133.56,72287.974,0.51,0.34469542,Gas Giant
Kepler-289 d,4.0,16708.729,0.33,0.18097194,Neptune-like
Kepler-28 b,480.18,22441.431,0.062,0.01615332,Neptune-like
Kepler-28 c,432.48,21183.033,0.081,0.024640657,Neptune-like
Kepler-290 b,5.69,14052.111,0.11,0.039972622,Neptune-like
Kepler-290 c,7.75,16848.551,0.205,0.100752905,Neptune-like
Kepler-291 b,5.31,13761.36,0.047,0.009582478,Neptune-like
Kepler-291 c,4.19,11977.48,0.065,0.015605749,Super Earth
Kepler-292 b,2.3,8409.720000000001,0.035,0.007118412,Super Earth
Kepler-292 c,2.76,9365.369999999999,0.045,0.010130048,Super Earth
Kepler-292 d,5.6,14207.33,0.068,0.01943874,Neptune-like
Kepler-292 e,7.61,16638.818,0.097,0.03285421,Neptune-like
Kepler-292 f,6.12,14681.31,0.141,0.056947295,Neptune-like
Kepler-293 b,9.64,19155.614,0.144,0.05284052,Neptune-like
Kepler-293 c,14.0,23909.562,0.286,0.14839152,Neptune-like
Kepler-294 b,3.78,11276.67,0.048,0.010130048,Super Earth
Kepler-294 c,7.8,16918.462,0.071,0.018069815,Neptune-like
Kepler-295 b,1.98,7772.62,0.099,0.034496922,Super Earth
Kepler-295 c,1.71,7454.07,0.142,0.058863793,Super Earth
Kepler-295 d,2.42,8664.560000000001,0.192,0.09281315,Super Earth
Kepler-296 b,3.22,10257.310000000001,0.079,0.029842572,Super Earth
Kepler-296 c,4.66,12742.0,0.0521,0.015879534,Neptune-like
Kepler-296 d,5.02,13315.39,0.118,0.05448323,Neptune-like
Kepler-296 e,2.96,9747.630000000001,0.169,0.09336071,Super Earth
Kepler-296 f,3.89,11467.800000000001,0.255,0.17330596,Super Earth
Kepler-297 b,48.653999999999996,17897.216,0.217,0.1065024,Gas Giant
Kepler-297 c,41.976,40758.113,0.336,0.20506503,Gas Giant
Kepler-298 b,4.5,12487.16,0.08,0.028747434,Super Earth
Kepler-298 c,4.38,12296.029999999999,0.136,0.062696785,Super Earth
Kepler-298 d,6.8,15590.153,0.305,0.21218343,Neptune-like
Kepler-299 b,2.3,8409.720000000001,0.04,0.007939767,Super Earth
Kepler-299 c,7.51,16498.996,0.07,0.01889117,Neptune-like
Kepler-299 d,4.12,11850.060000000001,0.118,0.041341547,Super Earth
Kepler-299 e,4.16,11913.77,0.22,0.10485968,Super Earth
Kepler-29 b,5.0,15869.797,0.0919,0.028199865,Neptune-like
Kepler-29 c,4.5,14611.399,0.1087,0.036413416,Neptune-like
Kepler-300 b,3.43,10639.57,0.094,0.028473647,Super Earth
Kepler-300 c,5.69,14052.111,0.232,0.111430526,Neptune-like
Kepler-301 b,2.39,8600.85,0.036,0.0068446267,Super Earth
Kepler-301 c,2.39,8600.85,0.06,0.014784395,Super Earth
Kepler-301 d,3.71,11149.25,0.112,0.03778234,Super Earth
Kepler-302 b,15.5,25307.782,0.193,0.082683094,Neptune-like
Kepler-303 b,0.64,5670.1900000000005,0.024,0.005201916,Terrestrial
Kepler-303 c,1.55,7262.94,0.057,0.01943874,Super Earth
Kepler-304 b,8.55,17827.305,0.039,0.009034907,Neptune-like
Kepler-304 c,5.35,13825.07,0.054,0.01451061,Neptune-like
Kepler-304 d,8.0,17128.195,0.08,0.026557151,Neptune-like
Kepler-304 e,1.87,7645.2,0.0232,0.0041067763,Super Earth
Kepler-305 b,10.5,22441.431,0.0571,0.015058179,Neptune-like
Kepler-305 c,6.0,20553.834,0.0752,0.022724163,Neptune-like
Kepler-305 d,9.1,16918.462,0.121,0.045722112,Neptune-like
Kepler-305 e,3.87,11429.574,0.0399,0.008761123,Super Earth
Kepler-306 b,2.92,9683.92,0.05,0.012594113,Super Earth
Kepler-306 c,6.12,14681.31,0.067,0.019712524,Neptune-like
Kepler-306 d,6.66,15380.42,0.12,0.047364816,Neptune-like
Kepler-306 e,5.77,14191.933,0.227,0.12265571,Neptune-like
Kepler-307 b,7.44,15170.687,0.0917,0.028473647,Neptune-like
Kepler-307 c,3.64,14016.2,0.1068,0.035865847,Neptune-like
Kepler-308 b,5.14,13506.52,0.09,0.026557151,Neptune-like
Kepler-308 c,5.31,13761.36,0.123,0.042162903,Neptune-like
Kepler-309 b,3.05,9938.76,0.059,0.01615332,Super Earth
Kepler-309 c,6.85,15660.064,0.401,0.28856948,Neptune-like
Kepler-30 b,11.3,24329.028,0.18,0.08021902,Neptune-like
Kepler-30 c,639.18,76692.367,0.3,0.1650924,Gas Giant
Kepler-30 d,23.1,54880.135,0.5,0.392334,Neptune-like
Kepler-310 b,1.81,7581.49,0.111,0.038056124,Super Earth
Kepler-310 c,11.4,21113.122,0.281,0.15468857,Neptune-like
Kepler-310 d,7.0,15380.42,0.392,0.25434634,Super Earth
Kepler-311 b,3.53,10830.699999999999,0.087,0.025188226,Super Earth
