nom,masse,rayon,periodeOrbite,type
Kepler-705 b,5.1,13442.81,0.15359342,Geante de glace
Kepler-707 b,2.33,8473.43,0.006023272,Super Terre
Kepler-708 b,8.91,18246.771,0.008761123,Geante de glace
Kepler-709 b,8.85,18246.771,0.044079397,Geante de glace
Kepler-710 b,4.19,11977.48,0.011772759,Super Terre
Kepler-711 b,11.5,21252.944,0.06461328,Geante de glace
Kepler-712 b,11.5,21252.944,0.057494868,Geante de glace
Kepler-712 c,21.0,30271.463,0.6212183,Geante de glace
Kepler-713 b,6.71,15450.331,0.020260096,Geante de glace
Kepler-714 b,67.734,60333.193,0.022176592,Geante gazeuse
Kepler-715 b,13.5,23420.185,0.027378507,Geante de glace
Kepler-716 b,8.75,18106.949,0.028473647,Geante de glace
Kepler-716 c,2.52,8874.803,0.0109514035,Super Terre
Kepler-717 b,6.44,15100.776,0.012046544,Geante de glace
Kepler-718 b,41658.0,103258.547,0.0057494864,Geante gazeuse
Kepler-719 b,54.696,53132.36,0.0136892535,Geante gazeuse
Kepler-720 b,53.42400000000001,52433.25,0.012867898,Geante gazeuse
Kepler-721 b,7.46,16498.996,0.014784395,Geante de glace
Kepler-722 b,7.41,16429.085,0.011225188,Geante de glace
Kepler-722 c,8.35,17617.572,0.28774813,Geante de glace
Kepler-724 b,10.8,20553.834,0.009034907,Geante de glace
Kepler-725 b,79.5,66275.628,0.10841889,Geante gazeuse
Kepler-726 b,10.7,20344.101,0.059685145,Geante de glace
Kepler-727 b,6.94,15799.886,0.014236824,Geante de glace
Kepler-728 b,11.1,20833.478,0.015605749,Geante de glace
Kepler-729 b,12.5,22301.609,0.008761123,Geante de glace
Kepler-730 c,3.09,9996.099,0.007939767,Super Terre
Kepler-732 b,5.39,13888.78,0.026009582,Geante de glace
Kepler-732 c,2.15,8091.17,0.0024640656,Super Terre
Kepler-733 b,8.35,17617.572,0.056947295,Geante de glace
Kepler-734 b,12.4,22231.698,0.01670089,Geante de glace
Kepler-735 b,9.01,18386.593,0.031485286,Geante de glace
Kepler-736 b,8.91,18246.771,0.009856262,Geante de glace
Kepler-737 b,4.5,12487.16,0.07830253,Super Terre
Kepler-738 b,6.8,15590.153,0.06735113,Geante de glace
Kepler-739 b,11.0,20693.656,0.034223136,Geante de glace
Kepler-740 b,18.9,28523.688,0.009856262,Geante de glace
Kepler-741 b,9.11,18526.415,0.019164955,Geante de glace
Kepler-742 b,10.6,20204.279,0.022997946,Geante de glace
Kepler-743 b,1.92,7708.91,0.008761123,Super Terre
Kepler-744 b,3.26,10321.02,0.033127997,Super Terre
Kepler-745 b,5.31,13761.36,0.027104722,Geante de glace
Kepler-746 b,1.41,7071.81,0.009582478,Super Terre
Kepler-747 b,24.1,32858.17,0.09746748,Geante de glace
Kepler-748 b,6.9,15729.975,0.020260096,Geante de glace
Kepler-749 b,9.8,19365.347,0.047364816,Geante de glace
Kepler-74 b,200.34,67114.56,0.019986311,Geante gazeuse
Kepler-750 b,9.64,19155.614,0.025735795,Geante de glace
Kepler-750 c,3.26,10321.02,0.011225188,Super Terre
Kepler-751 b,6.62,15310.509,0.047638603,Geante de glace
Kepler-752 b,8.3,17547.661,0.05147159,Geante de glace
Kepler-753 b,4.31,12168.609999999999,0.015605749,Super Terre
Kepler-754 b,4.7,12805.71,0.039972622,Super Terre
Kepler-755 b,3.75,11212.960000000001,0.003559206,Super Terre
Kepler-755 c,2.13,8027.46,0.007939767,Super Terre
Kepler-756 b,1.46,7135.52,0.003285421,Super Terre
Kepler-757 b,2.42,8664.560000000001,0.0027378509,Super Terre
Kepler-758 b,6.71,15450.331,0.033127997,Geante de glace
Kepler-758 c,3.5,10766.99,0.013141684,Super Terre
Kepler-758 d,5.14,13506.52,0.056125943,Geante de glace
Kepler-758 e,2.96,9747.630000000001,0.022450376,Super Terre
Kepler-759 b,5.77,14191.933,0.11444216,Geante de glace
Kepler-75 b,3211.7999999999997,73406.55,0.02436687,Geante gazeuse
Kepler-760 b,9.59,19085.703,0.023819301,Geante de glace
Kepler-760 c,2.79,9429.08,0.0068446267,Super Terre
Kepler-761 b,4.78,12933.13,0.027652293,Super Terre
Kepler-763 b,1.98,7772.62,0.003285421,Super Terre
Kepler-764 b,3.33,10448.439999999999,0.019986311,Super Terre
Kepler-765 b,6.48,15170.687,0.07583847,Geante de glace
Kepler-766 b,11.4,21113.122,0.01670089,Geante de glace
Kepler-767 b,35.7,41387.312,0.4421629,Geante de glace
Kepler-768 b,3.86,11404.09,0.031211497,Super Terre
Kepler-769 b,8.85,18246.771,0.020260096,Geante de glace
Kepler-769 c,3.86,11404.09,0.043805614,Super Terre
Kepler-76 b,639.18,95078.96,0.0041067763,Geante gazeuse
Kepler-770 b,5.9,14331.755,0.051745377,Geante de glace
Kepler-770 c,1.87,7645.2,0.0041067763,Super Terre
Kepler-770 d,2.54,8919.4,0.011498973,Super Terre
Kepler-771 b,3.97,11595.220000000001,0.023819301,Super Terre
Kepler-772 b,3.97,11595.220000000001,0.03559206,Super Terre
Kepler-773 b,2.63,9110.529999999999,0.010130048,Super Terre
Kepler-774 b,10.2,19784.813,0.030390145,Geante de glace
Kepler-775 b,1.81,7581.49,0.0027378509,Super Terre
Kepler-776 b,2.18,8154.88,0.013415469,Super Terre
Kepler-777 b,2.76,9365.369999999999,0.015605749,Super Terre
Kepler-778 b,3.46,10703.279999999999,0.010403832,Super Terre
Kepler-779 b,0.721,5861.320000000001,0.01943874,Terrestre
Kepler-77 b,136.74,67114.56,0.009856262,Geante gazeuse
Kepler-780 b,0.64,5670.1900000000005,0.0019164955,Terrestre
Kepler-781 b,8.7,18037.038,0.03613963,Geante de glace
Kepler-782 b,10.4,19994.546,0.4344969,Geante de glace
Kepler-783 b,0.399,4969.38,0.011772759,Terrestre
Kepler-783 c,6.04,14541.488,0.01943874,Geante de glace
Kepler-784 b,3.12,10066.18,0.08651608,Super Terre
Kepler-786 b,6.48,15170.687,0.14647502,Geante de glace
Kepler-787 b,2.18,8154.88,0.0024640656,Super Terre
Kepler-788 b,7.04,15869.797,0.022997946,Geante de glace
Kepler-789 b,5.14,13506.52,0.023545519,Geante de glace
Kepler-790 b,5.39,13888.78,0.037508555,Geante de glace
Kepler-791 b,9.53,19015.792,0.039972622,Geante de glace
Kepler-792 b,4.5,12487.16,0.030937715,Super Terre
Kepler-793 b,2.45,8728.27,0.011498973,Super Terre
Kepler-794 b,5.1,13442.81,0.030390145,Geante de glace
Kepler-795 b,3.46,10703.279999999999,0.08104038,Super Terre
Kepler-796 b,2.24,8282.300000000001,0.017522246,Super Terre
Kepler-797 b,5.35,13825.07,0.07419576,Geante de glace
Kepler-798 b,6.3,14891.043,0.037508555,Geante de glace
Kepler-799 b,37.9,42925.354,0.36550307,Geante de glace
Kepler-799 c,8.15,17337.928,0.04161533,Geante de glace
Kepler-79 b,10.9,21672.41,0.036960986,Geante de glace
Kepler-79 c,5.9,23210.452,0.07501711,Geante de glace
Kepler-79 d,6.0,44673.129,0.14264202,Geante de glace
Kepler-79 e,4.1,21742.321,0.2220397,Geante de glace
Kepler-7 b,140.238,113395.642,0.013415469,Geante gazeuse
Kepler-800 b,8.5,17757.394,0.038603697,Geante de glace
Kepler-801 b,4.66,12742.0,0.031211497,Super Terre
Kepler-802 b,12.3,22091.876,0.109787814,Geante de glace
Kepler-803 b,13.8,23629.918,0.1377139,Geante de glace
Kepler-804 b,4.42,12359.74,0.03942505,Super Terre
Kepler-804 c,1.55,7262.94,0.026557151,Super Terre
Kepler-805 b,8.7,18037.038,0.08459959,Geante de glace
Kepler-806 b,1.55,7262.94,0.022176592,Super Terre
Kepler-807 b,76.956,65017.23,0.32279262,Geante gazeuse
Kepler-808 b,2.73,9301.66,0.0016427105,Super Terre
Kepler-809 b,9.32,18806.059,0.1522245,Geante de glace
Kepler-80 b,6.93,16638.818,0.01943874,Geante de glace
Kepler-80 c,6.74,17058.284,0.026009582,Geante de glace
Kepler-80 d,6.75,9747.630000000001,0.008487337,Super Terre
Kepler-80 e,4.13,10193.6,0.012594113,Super Terre
Kepler-80 f,1.92,7708.91,0.0027378509,Super Terre
Kepler-810 b,4.38,12296.029999999999,0.012594113,Super Terre
Kepler-811 b,7.75,16848.551,0.06461328,Geante de glace
Kepler-812 b,12.3,22161.787,0.027652293,Geante de glace
Kepler-813 b,5.22,13633.94,0.05229295,Geante de glace
Kepler-814 b,5.14,13506.52,0.01670089,Geante de glace
Kepler-815 b,15.8,25657.337,0.023545519,Geante de glace
Kepler-816 b,74.412,63898.654,0.028747434,Geante gazeuse
Kepler-817 b,60.102000000000004,56348.266,0.0109514035,Geante gazeuse
Kepler-818 b,22.9,31879.416,0.027378507,Geante de glace
Kepler-819 b,8.05,17198.106,0.09089665,Geante de glace
Kepler-81 b,17.2,15100.776,0.016427105,Super Terre
Kepler-81 c,4.3,14751.221,0.03285421,Geante de glace
Kepler-81 d,1.92,7708.91,0.056947295,Super Terre
Kepler-820 b,30.8,37961.673,0.34989733,Geante de glace
Kepler-821 b,2.27,8346.01,0.005201916,Super Terre
Kepler-822 b,3.78,11276.67,0.008761123,Super Terre
Kepler-823 b,3.09,10002.470000000001,0.011498973,Super Terre
Kepler-824 b,4.16,11913.77,0.0123203285,Super Terre
Kepler-825 b,2.96,9747.630000000001,0.010403832,Super Terre
Kepler-825 c,4.04,11722.640000000001,0.022450376,Super Terre
Kepler-826 b,2.1,7963.75,0.0123203285,Super Terre
Kepler-827 b,27.0,35095.322,0.14209446,Geante de glace
Kepler-828 b,2.89,9620.210000000001,0.0016427105,Super Terre
Kepler-829 b,5.1,13442.81,0.01889117,Geante de glace
Kepler-82 b,12.15,25377.693,0.07227926,Geante de glace
Kepler-82 c,13.9,33277.636,0.14099932,Geante de glace
Kepler-82 d,3.78,11276.67,0.006570842,Super Terre
Kepler-82 e,6.66,15380.42,0.01615332,Geante de glace
Kepler-82 f,20.9,30201.552,0.20725529,Geante de glace
Kepler-830 b,3.53,10830.699999999999,0.030937715,Super Terre
Kepler-831 b,2.15,8091.17,0.015331964,Super Terre
Kepler-832 b,4.9,13124.26,0.01943874,Super Terre
Kepler-833 b,4.74,12869.42,0.05147159,Super Terre
Kepler-834 b,4.74,12869.42,0.036413416,Super Terre
Kepler-835 b,8.2,17407.839,0.031211497,Geante de glace
Kepler-836 b,7.9,17058.284,0.031211497,Geante de glace
Kepler-837 b,7.08,15939.708,0.045448326,Geante de glace
Kepler-838 b,7.9,17058.284,0.04298426,Geante de glace
Kepler-839 b,7.13,16009.619,0.103490755,Geante de glace
Kepler-83 b,41.976,17617.572,0.026830938,Geante gazeuse
Kepler-83 c,11.4,14751.221,0.0550308,Super Terre
Kepler-83 d,24.6,12359.74,0.014236824,Super Terre
Kepler-841 b,23.8,32648.437,0.34058863,Geante de glace
Kepler-842 b,3.19,10193.6,0.003285421,Super Terre
Kepler-843 b,7.22,16149.441,0.0057494864,Geante de glace
Kepler-844 b,3.46,10703.279999999999,0.007118412,Super Terre
Kepler-845 b,4.82,12996.84,0.0024640656,Super Terre
Kepler-846 b,6.71,15450.331,0.054209445,Geante de glace
Kepler-847 b,1.76,7517.78,0.0062970566,Super Terre
Kepler-848 b,3.53,10830.699999999999,0.01889117,Super Terre
Kepler-849 b,40.386,44533.307,1.0803559,Geante gazeuse
Kepler-84 b,40.0,14207.33,0.023819301,Super Terre
Kepler-84 c,20.2,14751.221,0.035318274,Super Terre
Kepler-84 d,2.48,8791.98,0.011498973,Super Terre
Kepler-84 e,7.27,16219.352,0.07501711,Geante de glace
Kepler-84 f,5.48,14016.2,0.12210814,Geante de glace
Kepler-850 b,3.82,11340.380000000001,0.019712524,Super Terre
Kepler-851 b,3.46,10703.279999999999,0.023271732,Super Terre
Kepler-852 b,6.99,15869.797,0.122929506,Geante de glace
Kepler-853 b,3.5,10766.99,0.019712524,Super Terre
Kepler-855 b,52.788000000000004,52083.695,0.02162902,Geante gazeuse
Kepler-856 b,63.282000000000004,58026.13,0.021902807,Geante gazeuse
Kepler-857 b,37.2,42435.977,0.23381247,Geante de glace
Kepler-858 b,21.1,30341.374,0.20835043,Geante de glace
Kepler-859 b,9.75,19295.436,0.055852156,Geante de glace
Kepler-85 b,4.54,12550.869999999999,0.022724163,Super Terre
Kepler-85 c,20.9,13888.78,0.034223136,Super Terre
Kepler-85 d,1.87,7645.2,0.049007528,Super Terre
Kepler-85 e,0.6,8091.17,0.068993844,Super Terre
Kepler-860 b,10.6,20204.279,0.013963039,Geante de glace
Kepler-861 b,5.82,14191.933,0.010677618,Geante de glace
Kepler-862 b,5.52,14079.91,0.008487337,Geante de glace
Kepler-863 b,8.75,18106.949,0.042710472,Geante de glace
Kepler-864 b,6.35,14960.954,0.015879534,Geante de glace
Kepler-865 b,6.76,15520.242,0.03887748,Geante de glace
Kepler-866 b,3.29,10384.73,0.007118412,Super Terre
Kepler-867 b,19.4,28943.154,0.41122517,Geante de glace
Kepler-868 b,4.86,13060.55,0.0136892535,Super Terre
Kepler-869 b,12.7,22511.342,0.110609174,Geante de glace
Kepler-870 b,8.15,17337.928,0.058590006,Geante de glace
Kepler-871 b,13.5,23350.274,0.060232718,Geante de glace
Kepler-872 b,4.62,12678.289999999999,0.007118412,Super Terre
Kepler-873 b,13.5,23420.185,0.05639973,Geante de glace
Kepler-874 b,14.7,24608.672,0.109787814,Geante de glace
Kepler-875 b,8.75,18106.949,0.075290896,Geante de glace
Kepler-876 b,2.63,9110.529999999999,0.013963039,Super Terre
Kepler-877 b,5.14,13506.52,0.05065024,Geante de glace
Kepler-878 b,4.38,12296.029999999999,0.070910335,Super Terre
Kepler-879 b,7.13,16009.619,0.091444224,Geante de glace
Kepler-87 b,324.36,84172.844,0.31403148,Geante gazeuse
Kepler-87 c,6.4,38311.228,0.5234771,Geante de glace
Kepler-880 b,7.56,16568.907,0.021081451,Geante de glace
Kepler-881 b,3.82,11340.380000000001,0.012046544,Super Terre
Kepler-882 b,2.04,7836.33,0.0109514035,Super Terre
Kepler-883 b,3.82,11340.380000000001,0.03559206,Super Terre
Kepler-884 b,2.04,7836.33,0.015605749,Super Terre
Kepler-885 b,6.8,15590.153,0.0495551,Geante de glace
Kepler-886 b,2.92,9683.92,0.016974675,Super Terre
Kepler-887 b,4.04,11722.640000000001,0.055852156,Super Terre
Kepler-887 c,1.51,7199.23,0.020807665,Super Terre
Kepler-888 b,3.75,11212.960000000001,0.19356604,Super Terre
Kepler-889 b,1.32,6944.39,0.010130048,Super Terre
Kepler-890 b,58.512,55439.423,0.14455852,Geante gazeuse
Kepler-891 b,33.6,39989.092,0.14620124,Geante de glace
Kepler-892 b,8.3,17547.661,0.03778234,Geante de glace
Kepler-893 b,9.43,18875.97,0.017248461,Geante de glace
Kepler-894 b,8.15,17337.928,0.026830938,Geante de glace
Kepler-895 b,2.99,9811.34,0.007665982,Super Terre
Kepler-896 b,6.94,15799.886,0.39561945,Geante de glace
Kepler-897 b,6.3,14891.043,0.021902807,Geante de glace
Kepler-898 b,2.83,9492.789999999999,0.01615332,Super Terre
Kepler-899 b,7.65,16708.729,0.052566737,Geante de glace
Kepler-8 b,187.61999999999998,98993.976,0.009582478,Geante gazeuse
Kepler-900 b,4.98,13251.68,0.019164955,Super Terre
Kepler-901 b,2.45,8728.27,0.009582478,Super Terre
Kepler-902 b,6.99,15869.797,0.109787814,Geante de glace
Kepler-903 b,4.7,12805.71,0.028473647,Super Terre
Kepler-903 c,6.94,15799.886,0.17221081,Geante de glace
Kepler-904 b,3.78,11276.67,0.008213553,Super Terre
Kepler-905 b,2.57,8983.109999999999,0.013963039,Super Terre
Kepler-906 b,5.1,13442.81,0.11416838,Geante de glace
Kepler-907 b,1.87,7645.2,0.043531828,Super Terre
Kepler-908 b,1.98,7772.62,0.003559206,Super Terre
Kepler-909 b,2.76,9365.369999999999,0.038056124,Super Terre
Kepler-90b,2.27,8346.01,0.019164955,Super Terre
Kepler-90c,1.81,7581.49,0.023819301,Super Terre
Kepler-90d,8.6,17897.216,0.16344969,Geante de glace
Kepler-90e,7.56,16568.907,0.2516085,Geante de glace
Kepler-90f,8.65,17967.127,0.34195757,Geante de glace
Kepler-90g,254.4,50545.653,0.5765914,Geante gazeuse
Kepler-90h,381.59999999999997,70470.288,0.90787137,Geante gazeuse
Kepler-910 b,0.477,5224.219999999999,0.006570842,Terrestre
Kepler-911 b,7.27,16219.352,0.05557837,Geante de glace
Kepler-912 b,8.25,17477.75,0.0068446267,Geante de glace
Kepler-913 b,4.9,13124.26,0.028199865,Super Terre
Kepler-913 c,14.2,24049.384,0.01615332,Geante de glace
Kepler-914 b,2.48,8791.98,0.012046544,Super Terre
Kepler-915 b,2.86,9556.5,0.012594113,Super Terre
Kepler-916 b,3.75,11212.960000000001,0.08843258,Super Terre
Kepler-917 b,4.31,12168.609999999999,0.008213553,Super Terre
Kepler-918 b,3.68,11085.539999999999,0.013415469,Super Terre
Kepler-919 b,5.69,14052.111,0.030116359,Geante de glace
Kepler-91 b,257.58000000000004,95568.337,0.016974675,Geante gazeuse
Kepler-920 b,6.44,15100.776,0.01779603,Geante de glace
Kepler-920 c,13.8,23699.829,0.27597538,Geante de glace
Kepler-921 b,8.6,17897.216,0.14045174,Geante de glace
Kepler-922 b,2.6,9046.82,0.0024640656,Super Terre
Kepler-923 b,2.48,8791.98,0.01889117,Super Terre
Kepler-924 b,9.64,19155.614,0.16700889,Geante de glace
Kepler-925 b,6.08,14611.399,0.09281315,Geante de glace
Kepler-926 b,5.95,14401.666,0.14264202,Geante de glace
Kepler-927 b,3.61,10958.119999999999,0.024914443,Super Terre
Kepler-928 b,3.15,10129.890000000001,0.010677618,Super Terre
Kepler-929 b,1.41,7071.81,0.0024640656,Super Terre
Kepler-92 b,64.236,21882.143,0.037508555,Geante gazeuse
Kepler-92 c,6.1,16219.352,0.07310062,Geante de glace
Kepler-92 d,4.93,13168.857000000002,0.13524984,Super Terre
Kepler-930 b,5.18,13570.23,0.19575633,Geante de glace
Kepler-931 b,2.33,8473.43,0.021902807,Super Terre
Kepler-932 b,2.45,8728.27,0.005201916,Super Terre
Kepler-933 b,6.62,15310.509,0.03887748,Geante de glace
Kepler-934 b,5.02,13315.39,0.15249829,Super Terre
Kepler-935 b,2.39,8600.85,0.013415469,Super Terre
Kepler-936 b,2.7,9237.949999999999,0.02902122,Super Terre
Kepler-937 b,13.4,23210.452,0.18535249,Geante de glace
Kepler-937 c,7.61,16638.818,0.41971254,Geante de glace
Kepler-938 b,5.56,14143.62,0.14401095,Geante de glace
Kepler-939 b,3.71,11149.25,0.040793974,Super Terre
Kepler-93 b,4.54426,9996.099,0.012867898,Super Terre
Kepler-940 b,11.1,20833.478,0.1631759,Geante de glace
Kepler-941 b,9.69,19225.525,0.047638603,Geante de glace
Kepler-942 b,5.18,13570.23,0.123203285,Geante de glace
Kepler-943 b,29.5,36982.919,0.13634497,Geante de glace
Kepler-944 b,7.41,16429.085,0.11854894,Geante de glace
Kepler-945 b,7.41,16429.085,0.08487337,Geante de glace
Kepler-946 b,4.38,12296.029999999999,0.03230664,Super Terre
Kepler-947 b,5.82,14191.933,0.07392197,Geante de glace
Kepler-948 b,4.08,11786.35,0.021355236,Super Terre
Kepler-949 b,8.8,18176.86,0.023819301,Geante de glace
Kepler-94 b,10.84,21882.143,0.0068446267,Geante de glace
Kepler-950 b,59.784,55998.711,0.27022585,Geante gazeuse
Kepler-951 b,26.7,34885.589,0.19575633,Geante de glace
Kepler-952 b,45.474,47679.302,0.35701573,Geante gazeuse
Kepler-953 b,16.5,26286.536,0.24202602,Geante de glace
Kepler-953 c,1.81,7581.49,0.024914443,Super Terre
Kepler-954 b,5.99,14471.577,0.04599589,Geante de glace
Kepler-955 b,9.96,19505.169,0.039698835,Geante de glace
Kepler-956 b,9.27,18736.148,0.014236824,Geante de glace
Kepler-957 b,25.9,34326.301,0.01615332,Geante de glace
Kepler-958 b,4.9,13124.26,0.026830938,Super Terre
Kepler-959 b,17.6,27335.201,0.04052019,Geante de glace
Kepler-95 b,13.0,21322.855,0.031485286,Geante de glace
Kepler-960 b,5.86,14261.844,0.008487337,Geante de glace
Kepler-961 b,7.04,15869.797,0.046269678,Geante de glace
Kepler-962 b,4.54,12550.869999999999,0.033127997,Super Terre
Kepler-963 b,7.56,16568.907,0.027378507,Geante de glace
Kepler-964 b,5.14,13506.52,0.036960986,Geante de glace
Kepler-965 b,11.4,21113.122,0.36769336,Geante de glace
Kepler-966 b,16.0,25727.248,0.2729637,Geante de glace
Kepler-967 b,6.12,14681.31,0.03613963,Geante de glace
Kepler-967 c,12.9,22790.986,0.54401094,Geante de glace
Kepler-968 b,4.66,12742.0,0.010130048,Super Terre
Kepler-968 c,3.5,10766.99,0.015605749,Super Terre
Kepler-969 b,4.94,13187.97,0.0936345,Super Terre
Kepler-969 c,0.937,6307.29,0.0046543465,Terrestre
Kepler-96 b,8.46,16638.818,0.044353183,Geante de glace
Kepler-970 b,7.31,16289.263,0.045722112,Geante de glace
Kepler-971 b,5.18,13570.23,0.026283368,Geante de glace
Kepler-972 b,19.5,29013.065,0.019164955,Geante de glace
Kepler-973 b,4.5,12487.16,0.1357974,Super Terre
Kepler-974 b,3.09,10002.470000000001,0.011498973,Super Terre
Kepler-975 b,2.79,9429.08,0.0054757018,Super Terre
Kepler-976 b,14.9,24678.583,0.29021218,Geante de glace
Kepler-977 b,7.37,16359.174,0.073648185,Geante de glace
Kepler-978 b,9.22,18666.237,0.1357974,Geante de glace
Kepler-979 b,7.85,16988.373,0.022176592,Geante de glace
Kepler-97 b,3.51,9429.08,0.007118412,Super Terre
Kepler-980 b,7.61,16638.818,0.03175907,Geante de glace
Kepler-981 b,5.95,14401.666,0.0123203285,Geante de glace
Kepler-982 b,5.69,14052.111,0.04325804,Geante de glace
Kepler-983 b,6.17,14751.221,0.16454482,Geante de glace
Kepler-984 b,5.14,13506.52,0.117727585,Geante de glace
Kepler-985 b,9.17,18596.326,0.31841207,Geante de glace
Kepler-986 b,6.17,14751.221,0.15441479,Geante de glace
Kepler-987 b,10.7,20344.101,0.2882957,Geante de glace
Kepler-988 b,4.94,13187.97,0.04873374,Super Terre
Kepler-989 b,5.52,14079.91,0.021902807,Geante de glace
Kepler-98 b,3.55,12678.289999999999,0.0041067763,Geante de glace
Kepler-990 b,7.27,16219.352,0.027104722,Geante de glace
Kepler-990 c,2.96,9747.630000000001,0.0013689254,Super Terre
Kepler-991 b,6.99,15869.797,0.2258727,Geante de glace
Kepler-992 b,3.26,10321.02,0.055304587,Super Terre
Kepler-993 b,9.11,18526.415,0.060506504,Geante de glace
Kepler-994 b,3.19,10193.6,0.003285421,Super Terre
Kepler-995 b,7.75,16848.551,0.07748117,Geante de glace
Kepler-996 b,4.58,12614.58,0.010403832,Super Terre
Kepler-997 b,2.42,8664.560000000001,0.0073921974,Super Terre
Kepler-998 b,5.99,14471.577,0.015605749,Geante de glace
Kepler-999 b,6.08,14611.399,0.016427105,Geante de glace
Kepler-99 b,6.15,9429.08,0.012594113,Super Terre
Kepler-9 b,43.4229,51734.14,0.052566737,Geante gazeuse
Kepler-9 c,29.9,50405.831,0.10677618,Geante de glace
Kepler-9 d,3.33,10448.439999999999,0.0043805614,Super Terre
KIC 3526061 b,5771.7,75503.88,9.7,Geante gazeuse
KIC 5095269 b,2446.374,78999.43,0.6507871,Geante gazeuse
KIC 5437945 b,33.6,39919.181,1.2068446,Geante de glace
KIC 9663113 b,19.2,28663.51,1.6,Geante de glace
KMT-2016-BLG-0212L b,5724.0,75503.88,4.7,Geante gazeuse
KMT-2016-BLG-1107L b,1043.994,81795.87,0.6666667,Geante gazeuse
KMT-2016-BLG-1397L b,2226.0,78999.43,17.2,Geante gazeuse
KMT-2016-BLG-1820L b,1453.26,80397.65,5.6,Geante gazeuse
KMT-2016-BLG-1836L b,699.6,83194.09,9.4,Geante gazeuse
KMT-2016-BLG-2142L b,4925.82,76202.99,2.9,Geante gazeuse
KMT-2016-BLG-2364L b,1249.74,81096.76,6.0,Geante gazeuse
KMT-2016-BLG-2397L b,836.3399999999999,82494.98,8.7,Geante gazeuse
KMT-2016-BLG-2605L b,245.178,87388.75,2.3,Geante gazeuse
KMT-2017-BLG-0165L b,34.0,40198.825,7.4,Geante de glace
KMT-2017-BLG-0673L b,1167.06,81096.76,4.5,Geante gazeuse
KMT-2017-BLG-1038L b,636.0,83194.09,4.0,Geante gazeuse
KMT-2017-BLG-1146L b,225.78,87388.75,3.5,Geante gazeuse
KMT-2017-BLG-2509L b,664.62,83194.09,4.6,Geante gazeuse
KMT-2018-BLG-0029L b,7.59,16638.818,8.3,Geante de glace
KMT-2018-BLG-0748L b,60.42,56208.444,1.6,Geante gazeuse
KMT-2018-BLG-1025L b,6.059,14541.488,3.2,Geante de glace
KMT-2018-BLG-1292L b,1405.56,80397.65,14.2,Geante gazeuse
KMT-2018-BLG-1743L b,77.91,65506.607,4.0,Geante gazeuse
KMT-2018-BLG-1976L b,705.96,83194.09,8.3,Geante gazeuse
KMT-2018-BLG-1988L b,5.56,14143.62,7.9,Geante de glace
KMT-2018-BLG-1990L b,110.66399999999999,81096.76,2.2,Geante gazeuse
KMT-2018-BLG-1996L b,346.62,85990.53,10.6,Geante gazeuse
KMT-2019-BLG-0371L b,2448.6,78999.43,2.3,Geante gazeuse
KMT-2019-BLG-0414L b,1453.26,80397.65,1.5,Geante gazeuse
KMT-2019-BLG-0842L b,10.28,19854.724,6.9,Geante de glace
KMT-2019-BLG-1339L b,397.5,85291.42,4.6,Geante gazeuse
KMT-2019-BLG-1715L b,814.08,82494.98,7.7,Geante gazeuse
KMT-2020-BLG-0414L b,0.96,6351.887,2.8,Terrestre
KMT-2020-BLG-0414L c,4897.2,76202.99,0.08158795,Geante gazeuse
KMT-2021-BLG-0119L b,1755.36,79698.54,6.7,Geante gazeuse
KMT-2021-BLG-0171L b,11.2,20903.389,7.4,Geante de glace
KMT-2021-BLG-0192L b,34.96112,40897.935,4.0,Geante de glace
KMT-2021-BLG-0240L b,66.78,59843.816,6.3,Geante gazeuse
KMT-2021-BLG-0320L b,31.78284,38660.783,3.4,Geante de glace
KMT-2021-BLG-0912L b,2.81,9492.789999999999,6.2,Super Terre
KMT-2021-BLG-1077L b,69.96,61521.68,3.8,Geante gazeuse
KMT-2021-BLG-1077L c,79.5,66345.53899999999,2.4,Geante gazeuse
KMT-2021-BLG-1303L b,120.84,84592.31,6.5,Geante gazeuse
KMT-2021-BLG-1554L b,38.13941,43065.176,2.2,Geante gazeuse
KMT-2021-BLG-1689L b,46.02414,48098.768,5.2,Geante gazeuse
KMT-2021-BLG-1898L b,232.14,87388.75,3.8,Geante gazeuse
KMT-2021-BLG-2294L b,22.24799,31320.128,3.3,Geante de glace
KOI-1257 b,461.09999999999997,65716.34,0.23709787,Geante gazeuse
KOI-12 b,349.8,85990.53,0.049007528,Geante gazeuse
KOI-13 b,2951.04,105705.432,0.004928131,Geante gazeuse
KOI-142 b,9.5,21462.677,0.029842572,Geante de glace
KOI-142 c,214.33200000000002,87388.75,0.06105407,Geante gazeuse
KOI-1599.01,4.6,12104.9,0.055852156,Super Terre
KOI-1599.02,9.0,12104.9,0.037234772,Super Terre
KOI-1783.01,71.03802,55229.69,0.36824092,Geante gazeuse
KOI-1783.02,15.0,33906.835,0.7780972,Geante de glace
KOI-1831 d,2.23,7199.23,0.0936345,Super Terre
KOI-1833 d,11.02,16079.53,0.021081451,Super Terre
KOI-3503 b,9.2,7581.49,0.05804244,Super Terre
KOI-3503 c,10.36,7708.91,0.087063655,Super Terre
KOI-3680 b,613.74,69211.89,0.38658452,Geante gazeuse
KOI-4777.01,99.25416,3249.21,0.0010951404,Geante gazeuse
KOI-55 b,0.44,4835.589,0.0005475702,Terrestre
