nom,masse,rayon,periodeOrbite,type
11 Comae Berenices b,6169.2,75503.88,0.8925394,Geante gazeuse
11 Ursae Minoris b,4687.32,76202.99,1.4,Geante gazeuse
14 Andromedae b,1526.3999999999999,80397.65,0.5086927,Geante gazeuse
14 Herculis b,2588.14158,78300.32,4.8,Geante gazeuse
16 Cygni B b,566.04,83893.2,2.2,Geante gazeuse
17 Scorpii b,1373.76,80397.65,1.6,Geante gazeuse
18 Delphini b,3275.4,77601.21,2.7,Geante gazeuse
1RXS J160929.1-210524 b,2544.0,116331.904,6505.9,Geante gazeuse
24 Bootis b,289.38,86689.64,0.08323066,Geante gazeuse
24 Sextantis b,632.82,83194.09,1.2396988,Geante gazeuse
24 Sextantis c,273.48,86689.64,2.4,Geante gazeuse
2M0437 b,1272.0,81096.76,3110.6,Geante gazeuse
2MASS J01033563-5515561 AB b,4134.0,76902.1,1767.2,Geante gazeuse
2MASS J01225093-2439505 b,7791.0,69911.0,593.2,Geante gazeuse
2MASS J02192210-3925225 b,4420.2,100671.84,5878.1,Geante gazeuse
2MASS J04414489+2301513 b,2385.0,78999.43,411.0,Geante gazeuse
2MASS J12073346-3932539 b,1590.0,80397.65,2885.9,Geante gazeuse
2MASS J19383260+4603591 b,604.1999999999999,83893.2,1.1115674,Geante gazeuse
2MASS J22362452+4751425 b,3975.0,76902.1,4505.7,Geante gazeuse
30 Arietis B b,4394.76,76902.1,0.9174538,Geante gazeuse
42 Draconis b,1233.84,81096.76,1.3117043,Geante gazeuse
47 Ursae Majoris b,804.54,82494.98,3.0,Geante gazeuse
47 Ursae Majoris c,171.72,88786.97,6.6,Geante gazeuse
47 Ursae Majoris d,521.52,83893.2,38.4,Geante gazeuse
4 Ursae Majoris b,2257.7999999999997,78999.43,0.7373032,Geante gazeuse
51 Eridani b,636.0,83194.09,32.0,Geante gazeuse
51 Pegasi b,146.28,88786.97,0.011498973,Geante gazeuse
55 Cancri b,264.1308,86689.64,0.040246405,Geante gazeuse
55 Cancri c,54.5052,53132.36,0.12156058,Geante gazeuse
55 Cancri d,1233.204,81096.76,15.3,Geante gazeuse
55 Cancri e,7.99,11945.625,0.0019164955,Super Terre
55 Cancri f,44.837999999999994,47329.747,0.7115674,Geante gazeuse
61 Virginis b,5.1,13442.81,0.011498973,Geante de glace
61 Virginis c,18.2,27824.578,0.10403833,Geante de glace
61 Virginis d,22.9,31879.416,0.33675563,Geante de glace
6 Lyncis b,639.18,83194.09,2.6,Geante gazeuse
70 Virginis b,2381.82,78999.43,0.31950718,Geante gazeuse
75 Ceti b,954.0,81795.87,1.9,Geante gazeuse
7 Canis Majoris b,588.3000000000001,83893.2,2.0,Geante gazeuse
7 Canis Majoris c,276.66,86689.64,2.7,Geante gazeuse
81 Ceti b,1685.3999999999999,79698.54,2.6,Geante gazeuse
8 Ursae Minoris b,416.58000000000004,85291.42,0.25571528,Geante gazeuse
91 Aquarii b,1017.6,81795.87,0.4966461,Geante gazeuse
AB Aurigae b,2862.0,78300.32,587.7,Geante gazeuse
AB Pictoris b,4293.0,76902.1,4421.7,Geante gazeuse
Alpha Arietis b,572.4,83893.2,1.0425736,Geante gazeuse
Alpha Tauri b,2057.46,78999.43,1.7,Geante gazeuse
AU Microscopii b,20.12,25377.693,0.023271732,Geante de glace
AU Microscopii c,9.6,20204.279,0.051745377,Geante de glace
b Centauri AB b,3466.2000000000003,77601.21,4904.1,Geante gazeuse
BD-00 4475 b,7965.900000000001,74804.77,2.0,Geante gazeuse
BD+03 2562 b,2035.2,78999.43,1.3193703,Geante gazeuse
BD-06 1339 b,8.5,17757.394,0.010677618,Geante de glace
BD-06 1339 c,54.06,52223.517,0.34469542,Geante gazeuse
BD-08 2823 b,12.7132,22511.342,0.015331964,Geante de glace
BD-08 2823 c,104.94000000000001,77601.21,0.65051335,Geante gazeuse
BD-10 3166 b,187.61999999999998,88087.86,0.009582478,Geante gazeuse
BD-11 4672 b,206.70000000000002,87388.75,4.5,Geante gazeuse
BD-11 4672 c,15.37,25167.96,0.20314851,Geante de glace
BD-13 2130 b,3110.04,77601.21,2.0,Geante gazeuse
BD+14 4559 b,330.72,85990.53,0.7362081,Geante gazeuse
BD+15 2375 b,337.39799999999997,85990.53,0.41943872,Geante gazeuse
BD+15 2940 b,352.98,85990.53,0.37645447,Geante gazeuse
BD-17 63 b,1621.8,80397.65,1.8,Geante gazeuse
BD+20 2457 b,17677.620000000003,72008.33,1.0392882,Geante gazeuse
BD+20 2457 c,3965.46,76902.1,1.7,Geante gazeuse
BD+20 274 b,1335.6000000000001,81096.76,1.6,Geante gazeuse
BD+20 594 b,22.2481,16079.53,0.11416838,Geante de glace
BD+45 564 b,432.48,84592.31,0.84298426,Geante gazeuse
BD+48 738 b,289.38,86689.64,1.0748802,Geante gazeuse
BD+48 740 b,540.6,83893.2,2.0,Geante gazeuse
BD+49 828 b,508.8,84592.31,7.1,Geante gazeuse
BD+55 362 b,228.95999999999998,87388.75,0.7271732,Geante gazeuse
BD+60 1417 b,4770.0,91583.41,67794.6,Geante gazeuse
BD+63 1405 b,1259.28,81096.76,3.3,Geante gazeuse
Beta Cancri b,2480.4,78300.32,1.7,Geante gazeuse
Beta Pictoris b,3731.13534,115353.15,23.6,Geante gazeuse
Beta Pictoris c,3224.8761600000003,77601.21,3.3,Geante gazeuse
Beta Ursae Minoris b,1939.8,79698.54,1.4,Geante gazeuse
CD Ceti b,3.95,11595.220000000001,0.0062970566,Super Terre
CFBDSIR J145829+101343 b,3339.0,77601.21,27.5,Geante gazeuse
CFHTWIR-Oph 98 b,2480.4,130034.46,22027.4,Geante gazeuse
CHXR 73 b,3996.9420000000005,76902.1,5146.9,Geante gazeuse
COCONUTS-2 b,2003.3999999999999,77601.21,1101369.9,Geante gazeuse
CoRoT-10 b,874.5,67813.67,0.03613963,Geante gazeuse
CoRoT-11 b,740.94,99972.73,0.008213553,Geante gazeuse
CoRoT-12 b,291.606,100671.84,0.007665982,Geante gazeuse
CoRoT-13 b,415.944,61871.235,0.0109514035,Geante gazeuse
CoRoT-14 b,2416.7999999999997,76202.99,0.0041067763,Geante gazeuse
CoRoT-16 b,170.13000000000002,81795.87,0.014784395,Geante gazeuse
CoRoT-17 b,772.74,71309.22,0.010403832,Geante gazeuse
CoRoT-18 b,1103.46,91583.41,0.005201916,Geante gazeuse
CoRoT-19 b,352.98,90185.19,0.010677618,Geante gazeuse
CoRoT-1 b,327.54,104167.39,0.0041067763,Geante gazeuse
CoRoT-20 b,1367.3999999999999,58725.24,0.025188226,Geante gazeuse
CoRoT-20 c,5406.0,76202.99,4.6,Geante gazeuse
CoRoT-21 b,718.68,90884.3,0.0073921974,Geante gazeuse
CoRoT-22 b,12.2,30411.285,0.026830938,Geante de glace
CoRoT-23 b,890.4,73406.55,0.009856262,Geante gazeuse
CoRoT-24 b,5.7,23070.63,0.013963039,Geante de glace
CoRoT-24 c,28.0,30760.84,0.03230664,Geante de glace
CoRoT-25 b,85.86,75503.88,0.013415469,Geante gazeuse
CoRoT-26 b,165.36,88087.86,0.011498973,Geante gazeuse
CoRoT-27 b,3304.02,70400.377,0.009856262,Geante gazeuse
CoRoT-28 b,153.912,66765.00499999999,0.014236824,Geante gazeuse
CoRoT-29 b,270.3,62919.9,0.007939767,Geante gazeuse
CoRoT-2 b,1103.46,102489.526,0.0046543465,Geante gazeuse
CoRoT-30 b,922.1999999999999,70540.199,0.024914443,Geante gazeuse
CoRoT-31 b,267.12,102070.06,0.012594113,Geante gazeuse
CoRoT-35 b,349.8,117450.48,0.008761123,Geante gazeuse
CoRoT-36 b,216.24,98574.51,0.015331964,Geante gazeuse
CoRoT-3 b,6887.88,70610.11,0.011772759,Geante gazeuse
CoRoT-4 b,228.95999999999998,83194.09,0.025188226,Geante gazeuse
CoRoT-5 b,148.506,97036.468,0.0109514035,Geante gazeuse
CoRoT-6 b,941.28,81516.226,0.02436687,Geante gazeuse
CoRoT-7 b,4.07661,10709.651,0.0024640656,Super Terre
CoRoT-7 c,8.4,17687.483,0.010130048,Geante de glace
CoRoT-8 b,69.96,39849.27,0.016974675,Geante gazeuse
CoRoT-9 b,267.12,74525.126,0.2609172,Geante gazeuse
CoRoTID 223977153 b,47.699999999999996,39849.27,0.0183436,Geante gazeuse
CT Chamaleontis b,5406.0,153804.2,0.99931556,Geante gazeuse
DE Canum Venaticorum b,3825.3174,76902.1,11.2,Geante gazeuse
DENIS-P J082303.1-491201 b,9063.0,74105.66,0.67460644,Geante gazeuse
DH Tauri b,3498.0,188759.7,10441.5,Geante gazeuse
DMPP-1 b,24.27,32997.992,0.050924025,Geante de glace
DMPP-1 c,9.6,19085.703,0.018069815,Geante de glace
DMPP-1 d,3.35,10512.15,0.007939767,Super Terre
DMPP-1 e,4.13,11850.060000000001,0.015058179,Super Terre
DMPP-2 b,138.966,89486.08,0.014236824,Geante gazeuse
DMPP-3 A b,2.58,8983.109999999999,0.0183436,Super Terre
DP Leonis b,1997.0400000000002,79698.54,28.0,Geante gazeuse
EPIC 201170410.02,1.15,6670.437,0.018617386,Super Terre
EPIC 201757695.02,0.688,5784.868,0.0054757018,Terrestre
EPIC 201841433 b,1.12,6625.84,0.011498973,Super Terre
EPIC 211822797 b,4.35,12232.32,0.05804244,Super Terre
EPIC 211945201 b,27.0,35934.254,0.05338809,Geante de glace
EPIC 212737443 b,7.2,16149.441,0.037234772,Geante de glace
EPIC 212737443 c,7.7,16778.64,0.17960301,Geante de glace
EPIC 220674823 b,7.72,10193.6,0.0016427105,Super Terre
EPIC 220674823 c,5.8,14016.2,0.036413416,Geante de glace
EPIC 246851721 b,954.0,73476.461,0.016974675,Geante gazeuse
EPIC 248847494 b,4134.0,77601.21,10.0,Geante gazeuse
EPIC 249893012 b,8.75,12423.449999999999,0.009856262,Super Terre
EPIC 249893012 c,14.67,22860.897,0.042710472,Geante de glace
EPIC 249893012 d,10.18,24608.672,0.097741276,Geante de glace
Epsilon Coronae Borealis b,2130.6,78999.43,1.1441479,Geante gazeuse
Epsilon Eridani b,209.88000000000002,87388.75,7.3,Geante gazeuse
Epsilon Indi A b,1033.5,81795.87,45.2,Geante gazeuse
Epsilon Tauri b,2416.7999999999997,78999.43,1.6,Geante gazeuse
FU Tauri b,5088.0,76202.99,101250.8,Geante gazeuse
G 264-012 b,2.5,8855.689999999999,0.0062970566,Super Terre
G 264-012 c,3.75,11212.960000000001,0.022176592,Super Terre
G 9-40 b,4.76,12901.275,0.015605749,Super Terre
Gaia-1 b,534.24,85920.619,0.008487337,Geante gazeuse
Gaia-2 b,259.806,92422.342,0.010130048,Geante gazeuse
gam1 Leonis b,2792.04,78300.32,1.173169,Geante gazeuse
Gamma Cephei b,2989.2000000000003,78300.32,2.5,Geante gazeuse
Gamma Librae b,324.36,85990.53,1.1367557,Geante gazeuse
Gamma Librae c,1456.44,80397.65,2.6,Geante gazeuse
Gamma Piscium b,426.12,85291.42,1.5,Geante gazeuse
GJ 1002 b,1.08,6562.13,0.028199865,Super Terre
GJ 1002 c,1.36,7008.1,0.05804244,Super Terre
GJ 1061 b,1.37,7008.1,0.008761123,Super Terre
GJ 1061 c,1.74,7517.78,0.0183436,Super Terre
GJ 1061 d,1.64,7390.36,0.03559206,Super Terre
GJ 1132 b,1.66,7199.23,0.0043805614,Super Terre
GJ 1132 c,2.64,9110.529999999999,0.02436687,Super Terre
GJ 1148 b,96.75150000000001,74804.77,0.113347024,Geante gazeuse
GJ 1148 c,68.09652,60542.926,1.5,Geante gazeuse
GJ 1151 c,10.62,20274.19,1.0669404,Geante de glace
GJ 1214 b,8.17,17128.195,0.0043805614,Geante de glace
GJ 1252 b,1.32,7517.78,0.0013689254,Super Terre
GJ 1265 b,7.4,16359.174,0.010130048,Geante de glace
GJ 143 b,22.7,16289.263,0.09746748,Geante de glace
GJ 15 A b,3.03,9875.050000000001,0.031211497,Super Terre
GJ 15 A c,36.0,41597.045,20.8,Geante de glace
GJ 160.2 b,10.2,19784.813,0.014236824,Geante de glace
GJ 163 b,10.6,20274.19,0.023545519,Geante de glace
GJ 163 c,6.8,15590.153,0.07008898,Geante de glace
GJ 163 d,29.4,36913.008,1.7,Geante de glace
GJ 179 b,260.76,86689.64,6.3,Geante gazeuse
GJ 180 b,6.49,15170.687,0.04681725,Geante de glace
GJ 180 c,6.4,15030.865,0.06652977,Geante de glace
GJ 180 d,7.56,16568.907,0.29103354,Geante de glace
GJ 2030 b,4.59248,12614.58,0.006570842,Super Terre
GJ 2030 c,4070.0438400000003,76902.1,70.0,Geante gazeuse
GJ 2056 b,16.2,26006.892,0.19164956,Geante de glace
GJ 229 A c,8.57613,17897.216,0.33374402,Geante de glace
GJ 229 b,14.85045,24678.583,1.6,Geante de glace
GJ 251 b,4.0,11658.93,0.03887748,Super Terre
GJ 27.1 b,13.0,22860.897,0.04325804,Geante de glace
GJ 273 b,2.89,9620.210000000001,0.050924025,Super Terre
GJ 273 c,1.18,6753.26,0.012867898,Super Terre
GJ 3021 b,1071.66,81795.87,0.36605063,Geante gazeuse
GJ 3082 b,8.2,17407.839,0.032580424,Geante de glace
GJ 3090 b,3.34,13570.23,0.007939767,Geante de glace
GJ 3138 b,1.78,7517.78,0.003285421,Super Terre
GJ 3138 c,4.18,11977.48,0.016427105,Super Terre
GJ 3138 d,10.5,20134.368,0.7058179,Geante de glace
GJ 317 b,795.0,82494.98,1.9,Geante gazeuse
GJ 317 c,522.77928,83893.2,18.5,Geante gazeuse
GJ 3222 b,11.73969,21532.588,0.029295003,Geante de glace
GJ 328 b,731.4,83194.09,11.2,Geante gazeuse
GJ 3293 b,23.54,32368.793,0.08377823,Geante de glace
GJ 3293 c,21.09,30341.374,0.33566052,Geante de glace
GJ 3293 d,7.6,16638.818,0.13169062,Geante de glace
GJ 3293 e,3.28,10384.73,0.036413416,Super Terre
GJ 3323 b,2.02,7836.33,0.014784395,Super Terre
GJ 3323 c,2.31,8409.720000000001,0.11088296,Super Terre
GJ 3341 b,6.6,15310.509,0.03887748,Geante de glace
GJ 338 B b,10.6,20274.19,0.06680356,Geante de glace
GJ 3470 b,13.9,28523.688,0.009034907,Geante de glace
GJ 3473 b,1.86,8052.944,0.003285421,Super Terre
GJ 3473 c,7.41,16429.085,0.042436685,Geante de glace
GJ 3512 b,146.28,88786.97,0.5577002,Geante gazeuse
GJ 3512 c,63.6,58165.952,4.4,Geante gazeuse
GJ 357 b,1.84,7753.5070000000005,0.010677618,Super Terre
GJ 357 c,3.4,10575.859999999999,0.024914443,Super Terre
GJ 357 d,6.1,14611.399,0.15249829,Geante de glace
GJ 3634 b,8.4,17687.483,0.007118412,Geante de glace
GJ 367 b,0.546,4574.378,0.00082135526,Terrestre
GJ 3779 b,8.0,17128.195,0.008213553,Geante de glace
GJ 3929 b,1.75,6944.39,0.007118412,Super Terre
GJ 3929 c,5.71,14052.111,0.04106776,Geante de glace
GJ 393 b,1.71,7454.07,0.019164955,Super Terre
GJ 3942 b,7.14,16009.619,0.01889117,Geante de glace
GJ 3998 b,2.47,8791.98,0.007118412,Super Terre
GJ 3998 c,6.26,14821.132,0.037508555,Geante de glace
GJ 411 b,2.69,9237.949999999999,0.035318274,Super Terre
GJ 414 A b,7.6,16429.085,0.13908282,Geante de glace
GJ 414 A c,53.85966,52363.339,2.1,Geante gazeuse
GJ 422 b,11.07,20763.567,0.0550308,Geante de glace
GJ 4276 b,16.57,26356.447,0.0366872,Geante de glace
GJ 433 b,6.043,14541.488,0.020260096,Geante de glace
GJ 433 c,32.422,39150.16,14.0,Geante de glace
GJ 433 d,5.223,13633.94,0.09883641,Geante de glace
GJ 436 b,22.1,26006.892,0.007118412,Geante de glace
GJ 480 b,13.2,23070.63,0.026283368,Geante de glace
GJ 486 b,2.82,8314.154999999999,0.0041067763,Super Terre
GJ 504 b,1272.0,81096.76,259.9,Geante gazeuse
GJ 514 b,5.2,13570.23,0.38439423,Geante de glace
GJ 536 b,5.36,13825.07,0.023819301,Geante de glace
GJ 581 b,15.8,25587.426,0.014784395,Geante de glace
GJ 581 c,5.5,14079.91,0.035318274,Geante de glace
GJ 581 e,1.7,7454.07,0.008487337,Super Terre
GJ 625 b,2.82,9492.789999999999,0.039972622,Super Terre
GJ 649 b,104.304,77601.21,1.6,Geante gazeuse
GJ 667 C b,5.6,14207.33,0.019712524,Geante de glace
GJ 667 C c,3.8,11276.67,0.07693361,Super Terre
GJ 667 C e,2.7,9237.949999999999,0.17029431,Super Terre
GJ 667 C f,2.7,9237.949999999999,0.10677618,Super Terre
GJ 667 C g,4.6,12678.289999999999,0.7014374,Super Terre
GJ 674 b,11.09,20763.567,0.012867898,Geante de glace
GJ 676 A b,1838.0018400000001,79698.54,2.9,Geante gazeuse
GJ 676 A c,4273.3158,76902.1,38.1,Geante gazeuse
GJ 676 A d,3.79832,11276.67,0.009856262,Super Terre
GJ 676 A e,6.69167,15450.331,0.0971937,Geante de glace
GJ 680 b,7769.1375,74804.77,47.3,Geante gazeuse
GJ 682 b,4.4,12296.029999999999,0.04791239,Super Terre
GJ 682 c,8.7,18037.038,0.15687884,Geante de glace
GJ 685 b,9.0,18386.593,0.066255994,Geante de glace
GJ 687 b,17.2,26915.735,0.104312114,Geante de glace
GJ 687 c,16.0,25797.159,2.0,Geante de glace
GJ 720 A b,13.64,23490.096,0.05338809,Geante de glace
GJ 740 b,2.96,9747.630000000001,0.006570842,Super Terre
GJ 832 b,216.24,87388.75,10.0,Geante gazeuse
GJ 849 b,286.2,86689.64,5.2,Geante gazeuse
GJ 849 c,223.236,87388.75,19.4,Geante gazeuse
GJ 86 b,1405.56,80397.65,0.04325804,Geante gazeuse
GJ 876 b,723.6407999999999,83194.09,0.16728269,Geante gazeuse
GJ 876 c,227.11559999999997,87388.75,0.08240931,Geante gazeuse
GJ 876 d,6.83,15660.064,0.005201916,Geante de glace
GJ 876 e,14.6,24468.85,0.34031487,Geante de glace
GJ 887 b,4.2,11977.48,0.025462013,Super Terre
GJ 887 c,7.6,16638.818,0.059685145,Geante de glace
GJ 896 A b,718.68,83194.09,0.77864474,Geante gazeuse
GJ 9066 c,66.78,59843.816,2.1,Geante gazeuse
GJ 9689 b,9.65,19155.614,0.050102666,Geante de glace
GJ 96 b,19.66,29152.887,0.20232718,Geante de glace
GJ 9714 b,3052.8922199999997,77601.21,52.7,Geante gazeuse
GJ 9827 b,4.91,10047.067,0.003285421,Super Terre
GJ 9827 c,0.84,7906.411000000001,0.009856262,Super Terre
GJ 9827 d,4.04,12882.161999999998,0.016974675,Geante de glace
Gl 378 b,13.02,22860.897,0.010403832,Geante de glace
Gl 49 b,5.63,13982.2,0.038056124,Geante de glace
Gl 686 b,6.624,15380.42,0.042436685,Geante de glace
GPX-1 b,6264.599999999999,102769.17,0.0046543465,Geante gazeuse
GQ Lupi b,6360.0,209733.0,1195.9,Geante gazeuse
GSC 06214-00210 b,5088.0,125839.8,6037.4,Geante gazeuse
GU Piscium b,3593.4,88437.415,155788.8,Geante gazeuse
HAT-P-11 b,26.69772,27195.379,0.013415469,Geante de glace
HAT-P-11 c,731.4,83194.09,9.3,Geante gazeuse
HAT-P-12 b,67.098,67044.64899999999,0.008761123,Geante gazeuse
HAT-P-13 b,270.618,88926.792,0.007939767,Geante gazeuse
HAT-P-13 c,4541.04,76902.1,1.2219027,Geante gazeuse
HAT-P-14 b,1093.92,99273.62,0.012594113,Geante gazeuse
HAT-P-15 b,616.92,74105.66,0.029842572,Geante gazeuse
HAT-P-16 b,1333.3739999999998,90115.279,0.007665982,Geante gazeuse
HAT-P-17 b,184.44,73406.55,0.028199865,Geante gazeuse
HAT-P-17 c,1081.2,81795.87,15.3,Geante gazeuse
HAT-P-18 b,62.646,69561.44499999999,0.015058179,Geante gazeuse
HAT-P-19 b,92.856,79139.252,0.0109514035,Geante gazeuse
HAT-P-1 b,166.95000000000002,92212.609,0.0123203285,Geante gazeuse
HAT-P-20 b,2304.228,60612.837,0.007939767,Geante gazeuse
HAT-P-21 b,1548.66,77601.21,0.011225188,Geante gazeuse
HAT-P-22 b,785.46,80397.65,0.008761123,Geante gazeuse
HAT-P-23 b,426.12,76202.99,0.003285421,Geante gazeuse
HAT-P-24 b,238.5,90884.3,0.009308693,Geante gazeuse
HAT-P-25 b,180.94199999999998,79348.985,0.010130048,Geante gazeuse
HAT-P-26 b,22.2481,44043.93,0.011498973,Geante de glace
HAT-P-27 b,197.16,71309.22,0.008213553,Geante gazeuse
HAT-P-28 b,199.068,84732.132,0.009034907,Geante gazeuse
HAT-P-29 b,279.84,81795.87,0.015605749,Geante gazeuse
HAT-P-2 b,2766.6,66485.36099999999,0.015331964,Geante gazeuse
HAT-P-30 b,263.94,100671.84,0.007665982,Geante gazeuse
HAT-P-31 b,721.86,76202.99,0.0136892535,Geante gazeuse
HAT-P-32 b,216.24,138423.78,0.006023272,Geante gazeuse
HAT-P-33 b,292.56,129335.35,0.009582478,Geante gazeuse
HAT-P-34 b,1058.94,83683.467,0.015058179,Geante gazeuse
HAT-P-35 b,335.808,93121.452,0.009856262,Geante gazeuse
HAT-P-36 b,587.7276,89276.347,0.003559206,Geante gazeuse
HAT-P-37 b,371.742,82355.158,0.007665982,Geante gazeuse
HAT-P-38 b,84.906,57676.575,0.012594113,Geante gazeuse
HAT-P-39 b,190.482,109830.181,0.009582478,Geante gazeuse
HAT-P-3 b,206.70000000000002,65716.34,0.007939767,Geante gazeuse
HAT-P-40 b,152.64,106264.72,0.0123203285,Geante gazeuse
HAT-P-41 b,378.41999999999996,143317.55,0.0073921974,Geante gazeuse
HAT-P-42 b,331.992,89486.08,0.012594113,Geante gazeuse
HAT-P-43 b,210.51600000000002,85011.776,0.009034907,Geante gazeuse
HAT-P-44 b,111.93599999999999,86829.462,0.011772759,Geante gazeuse
HAT-P-44 c,1272.0,81096.76,2.4,Geante gazeuse
HAT-P-45 b,283.656,99693.086,0.008487337,Geante gazeuse
HAT-P-46 b,156.774,89765.724,0.0123203285,Geante gazeuse
HAT-P-49 b,699.6,111158.49,0.0073921974,Geante gazeuse
HAT-P-4 b,213.37800000000001,89066.614,0.008487337,Geante gazeuse
HAT-P-50 b,429.3,90045.368,0.008487337,Geante gazeuse
HAT-P-51 b,98.262,90394.923,0.011498973,Geante gazeuse
HAT-P-52 b,260.12399999999997,70540.199,0.007665982,Geante gazeuse
HAT-P-53 b,471.912,92142.698,0.0054757018,Geante gazeuse
HAT-P-54 b,241.68,65995.984,0.010403832,Geante gazeuse
HAT-P-55 b,185.076,82634.802,0.009856262,Geante gazeuse
HAT-P-56 b,734.58,105565.61,0.007665982,Geante gazeuse
HAT-P-57 b,448.38,121645.14,0.0068446267,Geante gazeuse
HAT-P-58 b,118.29599999999999,93121.452,0.0109514035,Geante gazeuse
HAT-P-59 b,489.72,78510.053,0.011225188,Geante gazeuse
HAT-P-5 b,311.64,84592.31,0.007665982,Geante gazeuse
HAT-P-60 b,182.53199999999998,114024.841,0.013141684,Geante gazeuse
HAT-P-61 b,336.126,62849.989,0.005201916,Geante gazeuse
HAT-P-62 b,241.998,75014.503,0.007118412,Geante gazeuse
HAT-P-63 b,195.252,78230.409,0.009308693,Geante gazeuse
HAT-P-64 b,184.44,119058.433,0.0109514035,Geante gazeuse
HAT-P-65 b,167.586,132131.78999999998,0.007118412,Geante gazeuse
HAT-P-66 b,248.994,111158.49,0.008213553,Geante gazeuse
HAT-P-67 b,108.12,145764.435,0.013141684,Geante gazeuse
HAT-P-68 b,230.232,74944.592,0.0062970566,Geante gazeuse
HAT-P-69 b,1138.44,117170.836,0.013141684,Geante gazeuse
HAT-P-6 b,419.76000000000005,103468.28,0.010677618,Geante gazeuse
HAT-P-70 b,2156.04,130733.57,0.0073921974,Geante gazeuse
HAT-P-7 b,585.12,105565.61,0.006023272,Geante gazeuse
HAT-P-8 b,407.04,97875.4,0.008487337,Geante gazeuse
HAT-P-9 b,238.182,97386.023,0.010677618,Geante gazeuse
HATS-10 b,167.268,67743.75899999999,0.009034907,Geante gazeuse
HATS-11 b,263.94,112486.799,0.009856262,Geante gazeuse
HATS-12 b,760.0200000000001,48378.412,0.008487337,Geante gazeuse
HATS-13 b,172.674,84732.132,0.008213553,Geante gazeuse
HATS-14 b,340.578,72637.529,0.007665982,Geante gazeuse
HATS-15 b,690.06,77251.655,0.0046543465,Geante gazeuse
HATS-16 b,1039.86,90884.3,0.0073921974,Geante gazeuse
HATS-17 b,425.48400000000004,54320.847,0.044626966,Geante gazeuse
HATS-18 b,629.481,92911.719,0.0021902807,Geante gazeuse
HATS-1 b,589.89,91024.122,0.009308693,Geante gazeuse
HATS-22 b,871.32,66625.18299999999,0.012867898,Geante gazeuse
HATS-23 b,467.46,130034.46,0.006023272,Geante gazeuse
HATS-24 b,718.68,97525.845,0.003559206,Geante gazeuse
HATS-25 b,194.934,88087.86,0.011772759,Geante gazeuse
HATS-26 b,206.70000000000002,122344.25,0.009034907,Geante gazeuse
HATS-27 b,168.54000000000002,104866.5,0.012594113,Geante gazeuse
HATS-28 b,213.69600000000003,83473.734,0.008761123,Geante gazeuse
HATS-29 b,207.654,87458.661,0.012594113,Geante gazeuse
HATS-2 b,427.71,81656.048,0.003832991,Geante gazeuse
HATS-30 b,224.50799999999998,82145.425,0.008761123,Geante gazeuse
HATS-31 b,279.84,114654.04,0.009308693,Geante gazeuse
HATS-32 b,292.56,87318.839,0.007665982,Geante gazeuse
HATS-33 b,379.056,85990.53,0.0068446267,Geante gazeuse
HATS-34 b,299.238,99972.73,0.0057494864,Geante gazeuse
HATS-35 b,388.596,102349.704,0.004928131,Geante gazeuse
HATS-36 b,1022.6880000000001,80607.383,0.011498973,Geante gazeuse
HATS-37 A b,31.46517,42366.066,0.011772759,Geante de glace
HATS-38 b,23.51942,42925.354,0.012046544,Geante de glace
HATS-39 b,200.34,109760.27,0.012594113,Geante gazeuse
HATS-3 b,340.578,96547.091,0.009582478,Geante gazeuse
HATS-40 b,505.62,110459.38,0.009034907,Geante gazeuse
HATS-41 b,3084.6,92981.63,0.011498973,Geante gazeuse
HATS-42 b,597.8399999999999,97875.4,0.0062970566,Geante gazeuse
HATS-43 b,82.998,82494.98,0.012046544,Geante gazeuse
HATS-44 b,178.08,74595.037,0.0073921974,Geante gazeuse
HATS-45 b,222.6,89905.546,0.011498973,Geante gazeuse
HATS-46 b,55.013999999999996,63129.633,0.012867898,Geante gazeuse
HATS-47 b,117.342,78090.587,0.010677618,Geante gazeuse
HATS-48 A b,77.274,55928.8,0.008487337,Geante gazeuse
HATS-49 b,112.25399999999999,53481.915,0.011225188,Geante gazeuse
HATS-4 b,420.714,71309.22,0.0068446267,Geante gazeuse
HATS-50 b,124.02000000000001,78999.43,0.010403832,Geante gazeuse
HATS-51 b,244.22400000000002,98574.51,0.009034907,Geante gazeuse
HATS-52 b,712.32,96617.002,0.003832991,Geante gazeuse
HATS-53 b,189.20999999999998,93680.74,0.010677618,Geante gazeuse
HATS-54 b,239.454,70959.665,0.0068446267,Geante gazeuse
HATS-55 b,292.878,87458.661,0.011498973,Geante gazeuse
HATS-56 b,191.436,118009.768,0.011772759,Geante gazeuse
HATS-57 b,1000.746,79628.629,0.006570842,Geante gazeuse
HATS-58 A b,327.54,76552.545,0.011498973,Geante gazeuse
HATS-59 b,256.308,78719.786,0.014784395,Geante gazeuse
HATS-59 c,4038.6,76902.1,3.9,Geante gazeuse
HATS-5 b,75.366,63758.832,0.013141684,Geante gazeuse
HATS-60 b,210.51600000000002,80607.383,0.009856262,Geante gazeuse
HATS-61 b,1081.2,83543.645,0.021355236,Geante gazeuse
HATS-62 b,56.922,73756.105,0.009034907,Geante gazeuse
HATS-63 b,305.28,84382.577,0.008487337,Geante gazeuse
HATS-64 b,305.28,117380.569,0.013415469,Geante gazeuse
